Unnamed: 0,text,code,task_id,test_list
568,The given code sorts each sublist of integers in a list of lists in ascending order and returns the sorted list of lists.,"
public static String[][] sortSublists(String[][] arrays) {
        return Arrays.stream(arrays)
                    .map(subarray -> Arrays.stream(subarray)
                                         .sorted()
                                         .toArray(String[]::new))
                    .toArray(String[][]::new);
    }
",569,"
[assert Arrays.deepEquals(sortSublists(new String[][] {{""green"", ""orange""}, {""black"", ""white""}, {""white"", ""black"", ""orange""}}), new String[][] {{""green"", ""orange""}, {""black"", ""white""}, {""black"", ""orange"", ""white""}});
,
assert Arrays.deepEquals(sortSublists(new String[][] {{""green"", ""orange""}, {""black""}, {""green"", ""orange""}, {""white""}}), new String[][] {{""green"", ""orange""}, {""black""}, {""green"", ""orange""}, {""white""}});
,
assert Arrays.deepEquals(sortSublists(new String[][] {{""a"", ""b""}, {""d"", ""c""}, {""g"", ""h""}, {""f"", ""e""}}), new String[][] {{""a"", ""b""}, {""c"", ""d""}, {""g"", ""h""}, {""e"", ""f""}});]
"
570,This function calculates the maximum possible sum of disjoint pairs in an array where the difference between the elements of each pair is less than a given number k.,"
public static int maxSumPairDiffLessThanK(int[] arr, int N, int K) {
        Arrays.sort(arr);
        int[] dp = new int[N];
        dp[0] = 0;
        
        for (int i = 1; i < N; i++) {
            dp[i] = dp[i - 1];
            if (arr[i] - arr[i - 1] < K) {
                if (i >= 2) {
                    dp[i] = Math.max(dp[i], dp[i - 2] + arr[i] + arr[i - 1]);
                } else {
                    dp[i] = Math.max(dp[i], arr[i] + arr[i - 1]);
                }
            }
        }
        return dp[N - 1];
    }
",571,"
[assert maxSumPairDiffLessThanK(new int[]{3, 5, 10, 15, 17, 12, 9}, 7, 4) == 62;
,
assert maxSumPairDiffLessThanK(new int[]{5, 15, 10, 300}, 4, 12) == 25;
,
assert maxSumPairDiffLessThanK(new int[]{1, 2, 3, 4, 5, 6}, 6, 6) == 21;]
"
595,This function calculates the approximate size of a tuple in memory by subtracting the free memory from the total memory.,"
public static long tupleSize(Object[] tuple) {  // Changed parameter type from List<?> to Object[]
        return Runtime.getRuntime().totalMemory() - Runtime.getRuntime().freeMemory();
    }
    
private static long getSize(Object[] tuple) {
        return Runtime.getRuntime().totalMemory() - Runtime.getRuntime().freeMemory();
    }
",596,"
[assert tupleSize(new Object[]{""A"", 1, ""B"", 2, ""C"", 3}) == getSize(new Object[]{'A', 1, 'B', 2, 'C', '3'});
,
assert tupleSize(new Object[]{1, ""Raju"", 2, ""Nikhil"", 3, ""Deepanshu""}) == getSize(new Object[]{1, ""Raju"", 2, ""Nikhil"", 3, ""Deepanshu""});
,
assert tupleSize(new Object[]{new Object[]{1, ""Lion""}, new Object[]{2, ""Tiger""}, new Object[]{3, ""Fox""}, new Object[]{4, ""Wolf""}}) == getSize(new Object[]{new Object[]{1, ""Lion""}, new Object[]{2, ""Tiger""}, new Object[]{3, ""Fox""}, new Object[]{4, ""Wolf""}});]
"
599,The given code checks whether a number is even by using a bitwise XOR operation to compare the number with its incremented value.,"
public static boolean isEven(int n) {
	    if ((n ^ 1) == (n + 1)) {
	        return true;
	    } else {
	        return false;
	    }
	}
",600,"
[assert isEven(1) == false;
,
assert isEven(2) == true;
,
assert isEven(3) == false;]
"
601,The given code finds the first repeated character in a given string by checking each character to see if it appears more than once in the substring up to its current position.,"
public static String firstRepeatedChar(String str1) {
        for (int index = 0; index < str1.length(); index++) {
            char c = str1.charAt(index);
            if (str1.substring(0, index + 1).chars().filter(ch -> ch == c).count() > 1) {
                return String.valueOf(c);
            }
        }
        return ""None"";
    }
",602,"
[assert firstRepeatedChar(""abcabc"").equals(""a"");
,
assert firstRepeatedChar(""abc"").equals(""None"");
,
assert firstRepeatedChar(""123123"").equals(""1"");]
"
603,"The code reverses the order of words in a given string, changing ""hello world"" to ""world hello"" for example.","
public static String reverseWords(String s) {
        List<String> words = Arrays.asList(s.split("" ""));
        Collections.reverse(words);
        return String.join("" "", words);
    }
",604,"
[assert reverseWords(""python program"").equals(""program python"");
,
assert reverseWords(""java language"").equals(""language java"");
,
assert reverseWords(""indian man"").equals(""man indian"");]
"
608,The given Java code calculates the minimum possible value for a periodic function by finding the maximum of two values and then using it to calculate the result of a formula involving division and multiplication.,"
public static int floor_Min(int A, int B, int N) {
        int x = Math.max(B - 1, N);
        return (A * x) / B;
    }
",609,"
[assert floor_Min(10, 20, 30) == 15;
,
assert floor_Min(1, 2, 1) == 0;
,
assert floor_Min(11, 10, 9) == 9;]
"
611,"The given Java code transposes a list of lists, effectively turning rows into columns and vice versa, while the described Python function aims to merge the first and last elements of each sublist separately.","
public static <T> List<List<T>> merge(T[][] arrays) {
        List<List<T>> result = new ArrayList<>();
        for (int i = 0; i < arrays[0].length; i++) {
            List<T> row = new ArrayList<>();
            for (T[] array : arrays) {
                row.add(array[i]);
            }
            result.add(row);
        }
        return result;
    }
",612,"
[assert merge(new String[][] {{""x"", ""y""}, {""a"", ""b""}, {""m"", ""n""}}).equals(List.of(List.of(""x"", ""a"", ""m""), List.of(""y"", ""b"", ""n"")));
,
assert merge(new Integer[][] {{1, 2}, {3, 4}, {5, 6}, {7, 8}}).equals(List.of(List.of(1, 3, 5, 7), List.of(2, 4, 6, 8)));
,
assert merge(new String[][] {{""x"", ""y"", ""z""}, {""a"", ""b"", ""c""}, {""m"", ""n"", ""o""}}).equals(List.of(List.of(""x"", ""a"", ""m""), List.of(""y"", ""b"", ""n""), List.of(""z"", ""c"", ""o"")));]
"
638,"The given code calculates the total length of names in a list that start with an uppercase letter and have all lowercase letters afterwards, by filtering out the names that do not meet this condition and summing up the lengths of the remaining names.","
public static int sampleNam(String[] strings) {
        List<String> filteredNames = java.util.Arrays.stream(strings)
            .filter(el -> Character.isUpperCase(el.charAt(0)) && el.substring(1).equals(el.substring(1).toLowerCase()))
            .collect(Collectors.toList());
        return (int) String.join("""", filteredNames).length();
    }
",639,"
[assert sampleNam(new String[]{""sally"", ""Dylan"", ""rebecca"", ""Diana"", ""Joanne"", ""keith""}) == 16;
,
assert sampleNam(new String[]{""php"", ""res"", ""Python"", ""abcd"", ""Java"", ""aaa""}) == 10;
,
assert sampleNam(new String[]{""abcd"", ""Python"", ""abba"", ""aba""}) == 6;]
"
640,The given code calculates the nth nonagonal number using a mathematical formula.,"
public static int isNonagonal(int n) {
        return (int) (n * (7 * n - 5) / 2);
    }
",641,"
[assert isNonagonal(10) == 325;
,
assert isNonagonal(15) == 750;
,
assert isNonagonal(18) == 1089;]
"
644,The given code calculates the product of the kth index elements from a list of integer arrays.,"
public static int getProduct(int[] val) {
        int res = 1;
        for (int ele : val) {
            res *= ele;
        }
        return res;
    }

public static int findKProduct(int[][] js, int K) {
        int[] subArray = new int[js.length];
        for (int i = 0; i < js.length; i++) {
            subArray[i] = js[i][K];
        }
        return getProduct(subArray);
    }
",645,"
[assert findKProduct(new int[][]{{5, 6, 7}, {1, 3, 5}, {8, 9, 19}}, 2) == 665;
,
assert findKProduct(new int[][]{{6, 7, 8}, {2, 4, 6}, {9, 10, 20}}, 1) == 280;
,
assert findKProduct(new int[][]{{7, 8, 9}, {3, 5, 7}, {10, 11, 21}}, 0) == 210;]
"
648,The function calculates the sum of the numbers in a list between the specified start and end indices.,"
public static int sumRangeList(int[] nums, int m, int n) {
	    int sumRange = 0;
	    for (int i = m; i <= n; i++) {
	        sumRange += nums[i];
	    }
	    return sumRange;
	}
",649,"
[assert sumRangeList(new int[]{2, 1, 5, 6, 8, 3, 4, 9, 10, 11, 8, 12}, 8, 10) == 29;
,
assert sumRangeList(new int[]{1, 2, 3, 4, 5}, 1, 2) == 5;
,
assert sumRangeList(new int[]{1, 0, 1, 2, 5, 6}, 4, 5) == 11;]
"
658,"The given Java code finds and returns duplicate strings from an input array, and similarly, a Python function would be written to find and print duplicate integers from a list of integers.","
public static ArrayList<Integer> Repeat(int[] ls) {
        int _size = ls.length;
        ArrayList<Integer> repeated = new ArrayList<>();
        for (int i = 0; i < _size; i++) {
            int k = i + 1;
            for (int j = k; j < _size; j++) {
                if (ls[i] == ls[j] && !repeated.contains(ls[i])) {
                    repeated.add(ls[i]);
                }
            }
        }
        return repeated;
    }
",659,"
[assert Repeat(new int[]{10, 20, 30, 20, 20, 30, 40, 50, -20, 60, 60, -20, -20}).equals(Arrays.asList(20, 30, -20, 60));
,
assert Repeat(new int[]{-1, 1, -1, 8}).equals(Arrays.asList(-1));
,
assert Repeat(new int[]{1, 2, 3, 1, 2}).equals(Arrays.asList(1, 2));]
"
670,The given code calculates the position of the rightmost set bit in a given number and uses this functionality to set the rightmost unset bit in the number.,"
public static int getPosOfRightMostSetBit(int n) {
        return (int)(Math.log(n & -n) / Math.log(2) + 1);
    }

    public static int setRightMostUnsetBit(int n) {
        if (n == 0) {
            return 1;
        }
        if ((n & (n + 1)) == 0) {
            return n;
        }
        int pos = getPosOfRightMostSetBit(~n);
        return (1 << (pos - 1)) | n;
    }
",671,"
[assert setRightMostUnsetBit(21) == 23;
,
assert setRightMostUnsetBit(11) == 15;
,
assert setRightMostUnsetBit(15) == 15;]
"
673,The given code removes duplicate words from a string by storing unique words in a LinkedHashMap and then returning them as a string.,"
public static String removeDuplicate(String string) {
        LinkedHashMap<String, String> map = new LinkedHashMap<>();
        for (String w : string.split("" "")) {
            map.put(w, w);
        }
        return String.join("" "", map.keySet());
    }
",674,"
[assert removeDuplicate(""Python Exercises Practice Solution Exercises"").equals(""Python Exercises Practice Solution"");
,
assert removeDuplicate(""Python Exercises Practice Solution Python"").equals(""Python Exercises Practice Solution"");
,
assert removeDuplicate(""Python Exercises Practice Solution Practice"").equals(""Python Exercises Practice Solution"");]
"
681,The given code multiplies corresponding elements from two input lists and returns the result as a new list.,"
public static List<Integer> mulList(List<Integer> nums1, List<Integer> nums2) {
        return IntStream.range(0, nums1.size())
                .map(i -> nums1.get(i) * nums2.get(i))
                .boxed()
                .collect(Collectors.toList());
    }
",682,"
[assert mulList(List.of(1, 2, 3), List.of(4, 5, 6)).equals(List.of(4, 10, 18));
,
assert mulList(List.of(1, 2), List.of(3, 4)).equals(List.of(3, 8));
,
assert mulList(List.of(90, 120), List.of(50, 70)).equals(List.of(4500, 8400));]
"
686,The given code calculates the greatest common divisor of two integers using a recursive function based on the Euclidean algorithm.,"
public static int recurGcd(int a, int b) {
        int low = Math.min(a, b);
        int high = Math.max(a, b);
        if (low == 0) {
            return high;
        } else if (low == 1) {
            return 1;
        } else {
            return recurGcd(low, high % low);
        }
    }
",687,"
[assert recurGcd(12, 14) == 2;
,
assert recurGcd(13, 17) == 1;
,
assert recurGcd(9, 3) == 3;]
"
708,"The given code counts the number of unique keys for each value in a list of tuples, where each tuple contains a key-value pair.","
public static Map<String, Integer> getUnique(List<List<Integer>> testList) {
        Map<Integer, List<Integer>> res = new HashMap<>();
        for (List<Integer> sub : testList) {
            res.computeIfAbsent(sub.get(1), k -> new ArrayList<>()).add(sub.get(0));
        }
        Map<String, Integer> resDict = new HashMap<>();
        for (Integer key : res.keySet()) {
            resDict.put(key.toString(), new HashSet<>(res.get(key)).size());
        }
        return resDict;
    }
",709,"
[assert getUnique(Arrays.asList(Arrays.asList(3, 4), Arrays.asList(1, 2), Arrays.asList(2, 4),Arrays.asList(8, 2), Arrays.asList(7, 2), Arrays.asList(8, 1),Arrays.asList(9, 1), Arrays.asList(8, 4), Arrays.asList(10, 4))).equals(Map.of(""4"", 4, ""2"", 3, ""1"", 2));        
,
assert getUnique(Arrays.asList(Arrays.asList(4, 5), Arrays.asList(2, 3), Arrays.asList(3, 5),Arrays.asList(9, 3), Arrays.asList(8, 3), Arrays.asList(9, 2),Arrays.asList(10, 2), Arrays.asList(9, 5), Arrays.asList(11, 5))).equals(Map.of(""5"", 4, ""3"", 3, ""2"", 2));        
,
assert getUnique(Arrays.asList(Arrays.asList(6, 5), Arrays.asList(3, 4), Arrays.asList(2, 6),Arrays.asList(11, 1), Arrays.asList(8, 22), Arrays.asList(8, 11),Arrays.asList(4, 3), Arrays.asList(14, 3), Arrays.asList(11, 6))).equals(Map.of(""5"", 1, ""4"", 1, ""6"", 2, ""1"", 1, ""22"", 1, ""11"", 1, ""3"", 2));]
"
710,The given code checks whether the product of digits at odd places in a number is equal to the product of digits at even places.,"
public static boolean productEqual(int n) {
        if (n < 10) {
            return false;
        }
        int prodOdd = 1, prodEven = 1;
        while (n > 0) {
            int digit = n % 10;
            prodOdd *= digit;
            n = n / 10;
            if (n == 0) {
                break;
            }
            digit = n % 10;
            prodEven *= digit;
            n = n / 10;
        }
        return prodOdd == prodEven;
    }
",711,"
[assert productEqual(2841) == true;
,
assert productEqual(1234) == false;
,
assert productEqual(1212) == false;]
"
711,The given code removes duplicate integers from a sorted list by iterating through the list and adding each unique integer to a new list.,"
public static List<List<Integer>> removeDuplicate(int[][] arrays) {
        Set<List<Integer>> set = new LinkedHashSet<>();
        for (int[] arr : arrays) {
            set.add(Arrays.stream(arr).boxed().collect(Collectors.toList()));
        }
        return new ArrayList<>(set);
    }
",712,"
[assert removeDuplicate(new int[][]{{10, 20}, {40}, {30, 56, 25}, {10, 20}, {33}, {40}}).equals(Arrays.asList(Arrays.asList(10, 20), Arrays.asList(40), Arrays.asList(30, 56, 25), Arrays.asList(33)));
,
assert removeDuplicate(new int[][]{{1}, {2}, {1}, {3}, {2}}).equals(Arrays.asList(Arrays.asList(1), Arrays.asList(2), Arrays.asList(3)));
,
assert removeDuplicate(new int[][]{{1, 2}, {3, 4}, {1, 2}, {5, 6}}).equals(Arrays.asList(Arrays.asList(1, 2), Arrays.asList(3, 4), Arrays.asList(5, 6)));]
"
736,"This Java code checks whether a given string starts with a vowel and returns ""Valid"" if it does, or ""Invalid"" otherwise, using a regular expression to match the starting character.","
public static String checkStr(String string) {
    	final String regex = ""^[aeiouAEIOU][A-Za-z0-9_]*"";
        Pattern pattern = Pattern.compile(regex);
        Matcher matcher = pattern.matcher(string);
        if (matcher.find()) {
            return ""Valid"";
        } else {
            return ""Invalid"";
        }
    }
",737,"
[assert checkStr(""annie"").equals(""Valid"");
,
assert checkStr(""dawood"").equals(""Invalid"");
,
assert checkStr(""Else"").equals(""Valid"");]
"
752,The given code sorts a list of integer lists in ascending order based on the second element of each sublist and returns the first K records.,"
public static Object[][] minK(Object[][] data, int k) {
        Arrays.sort(data, Comparator.comparingInt(o -> (int) o[1]));
        return Arrays.copyOfRange(data, 0, k);
    }
",753,"
[assert Arrays.deepEquals(minK(new Object[][]{{""Manjeet"", 10}, {""Akshat"", 4}, {""Akash"", 2}, {""Nikhil"", 8}}, 2), new Object[][]{{""Akash"", 2}, {""Akshat"", 4}});
,
assert Arrays.deepEquals(minK(new Object[][]{{""Sanjeev"", 11}, {""Angat"", 5}, {""Akash"", 3}, {""Nepin"", 9}}, 3), new Object[][]{{""Akash"", 3}, {""Angat"", 5}, {""Nepin"", 9}});
,
assert Arrays.deepEquals(minK(new Object[][]{{""tanmay"", 14}, {""Amer"", 11}, {""Ayesha"", 9}, {""SKD"", 16}}, 1), new Object[][]{{""Ayesha"", 9}});]
"
772,The given code finds the first occurrence and position of a specified substring within a given string using regular expressions.,"
public static Object[] occurenceSubstring(String text, String pattern) {
        Pattern p = Pattern.compile(pattern);
        Matcher m = p.matcher(text);
        if (m.find()) {
            int s = m.start();
            int e = m.end();
            return new Object[]{text.substring(s, e), s, e};
        }
        return null;
    }
",773,"
[assert Arrays.deepEquals(occurenceSubstring(""python programming, python language"", ""python""), new Object[]{""python"", 0, 6});
,
assert Arrays.deepEquals(occurenceSubstring(""python programming,programming language"", ""programming""), new Object[]{""programming"", 7, 18});
,
assert Arrays.deepEquals(occurenceSubstring(""python programming,programming language"", ""language""), new Object[]{""language"", 31, 39});]
"
782,"The given code converts RGB color values to HSV color values by normalizing the RGB values and then calculating the hue, saturation, and value based on the maximum and minimum color components.","
public static double[] rgbToHsv(int r, int g, int b) {
        double rf = r / 255.0;
        double gf = g / 255.0;
        double bf = b / 255.0;
        double mx = Math.max(rf, Math.max(gf, bf));
        double mn = Math.min(rf, Math.min(gf, bf));
        double df = mx - mn;
        double h = 0, s, v;

        if (mx == mn) {
            h = 0;
        } else if (mx == rf) {
            h = (60 * ((gf - bf) / df) + 360) % 360;
        } else if (mx == gf) {
            h = (60 * ((bf - rf) / df) + 120) % 360;
        } else if (mx == bf) {
            h = (60 * ((rf - gf) / df) + 240) % 360;
        }

        if (mx == 0) {
            s = 0;
        } else {
            s = (df / mx) * 100;
        }

        v = mx * 100;
        return new double[]{h, s, v};
    }
",783,"
[assert Arrays.equals(rgbToHsv(255, 255, 255), new double[]{0, 0.0, 100.0});
,
assert Arrays.equals(rgbToHsv(0, 215, 0), new double[]{120.0, 100.0, 84.31372549019608});
,
assert Arrays.equals(rgbToHsv(10, 215, 110), new double[]{149.26829268292684, 95.34883720930233, 84.31372549019608});]
"
805,The given code calculates the maximum consecutive run of uppercase characters in a given string.,"
public static int maxRunUppercase(String testStr) {
        int cnt = 0;
        int res = 0;
        for (int idx = 0; idx < testStr.length(); idx++) {
            if (Character.isUpperCase(testStr.charAt(idx))) {
                cnt++;
            } else {
                res = cnt;
                cnt = 0;
            }
        }
        if (Character.isUpperCase(testStr.charAt(testStr.length() - 1))) {
            res = cnt;
        }
        return res;
    }
",806,"
[
assert maxRunUppercase(""GeMKSForGERksISBESt"") == 5;
,
assert maxRunUppercase(""PrECIOusMOVemENTSYT"") == 6;
,
assert maxRunUppercase(""GooGLEFluTTER"") == 4;
]
"
812,The given code calculates the length of a given string by iterating over each character and incrementing a counter.,public static int string_length(String str1) {     int count = 0;     for (char ch : str1.toCharArray()) {         count += 1;     }     return count; },813,"[ assert string_length(""python"") == 6; , assert string_length(""program"") == 7; , assert string_length(""language"") == 8; ]"
813,The given code calculates the area of a rhombus given the lengths of its diagonals and returns the result as an array containing a single double value.,"public static double[] rombusArea(double p, double q) {
        double area = (p * q) / 2;
        return new double[]{area};
    }",814,"[
assert rombusArea(10, 20)[0] == 100;
,
assert rombusArea(10, 5)[0] == 25;
,
assert rombusArea(4, 2)[0] == 4;
]"
820,"The given code merges two dictionaries into one, giving priority to the first dictionary's values in case of key collisions.","public static Map<String, Object> mergeDictionaries(HashMap<String, String> hashMap, HashMap<String, String> hashMap2) {         Map<String, Object> mergedDict = new HashMap<>(hashMap2);         mergedDict.putAll(hashMap);         return mergedDict;     }",821,"[ assert mergeDictionaries(new HashMap<String, String>() {{             put(""R"", ""Red"");             put(""B"", ""Black"");             put(""P"", ""Pink"");         }}, new HashMap<String, String>() {{             put(""G"", ""Green"");             put(""W"", ""White"");         }}).equals(new HashMap<String, String>() {{             put(""R"", ""Red"");             put(""B"", ""Black"");             put(""P"", ""Pink"");             put(""G"", ""Green"");             put(""W"", ""White"");         }}), , assert mergeDictionaries(new HashMap<String, String>() {{             put(""R"", ""Red"");             put(""B"", ""Black"");             put(""P"", ""Pink"");         }}, new HashMap<String, String>() {{             put(""O"", ""Orange"");             put(""W"", ""White"");             put(""B"", ""Black"");         }}).equals(new HashMap<String, String>() {{             put(""R"", ""Red"");             put(""B"", ""Black"");             put(""P"", ""Pink"");             put(""O"", ""Orange"");             put(""W"", ""White"");         }}), , assert mergeDictionaries(new HashMap<String, String>() {{             put(""G"", ""Green"");             put(""W"", ""White"");         }}, new HashMap<String, String>() {{             put(""O"", ""Orange"");             put(""W"", ""White"");             put(""B"", ""Black"");         }}).equals(new HashMap<String, String>() {{             put(""G"", ""Green"");             put(""W"", ""White"");             put(""O"", ""Orange"");             put(""B"", ""Black"");         }}) ]"
856,The given Java code takes a list of objects as input and returns a new list where each object from the original list is wrapped in its own separate list.,"    public static List<List<Object>> listifyList(List<Object> list1) {
        List<List<Object>> result = new ArrayList<>();
        for (Object item : list1) {
            List<Object> innerList = new ArrayList<>();
            if (item instanceof String) {
                for (char c : ((String) item).toCharArray()) {
                    innerList.add(c);
                }
            } else {
                innerList.add(item);
            }
            result.add(innerList);
        }
        return result;
    }",857,"[
assert listifyList(Arrays.asList(""Red"", ""Blue"", ""Black"", ""White"", ""Pink"")).equals(Arrays.asList(Arrays.asList('R', 'e', 'd'), Arrays.asList('B', 'l', 'u', 'e'), Arrays.asList('B', 'l', 'a', 'c', 'k'), Arrays.asList('W', 'h', 'i', 't', 'e'), Arrays.asList('P', 'i', 'n', 'k'))) : ""Test 1 Failed"";
,
assert listifyList(Arrays.asList(""python"")).equals(Arrays.asList(Arrays.asList('p', 'y', 't', 'h', 'o', 'n'))) : ""Test 2 Failed"";
,
assert listifyList(Arrays.asList("" red "", ""green"", "" black"", ""blue "", "" orange"", ""brown"")).equals(Arrays.asList(Arrays.asList(' ', 'r', 'e', 'd', ' '), Arrays.asList('g', 'r', 'e', 'e', 'n'), Arrays.asList(' ', 'b', 'l', 'a', 'c', 'k'), Arrays.asList('b', 'l', 'u', 'e', ' '), Arrays.asList(' ', 'o', 'r', 'a', 'n', 'g', 'e'), Arrays.asList('b', 'r', 'o', 'w', 'n'))) : ""Test 3 Failed"";
]"
888,"The given code sorts each sublist in a list of lists in descending order, effectively reversing the order of elements in each sublist if they were initially in ascending order.","public static List<List<Integer>> reverseListLists(List<List<Integer>> lists) {         for (List<Integer> l : lists) {             Collections.sort(l, Collections.reverseOrder());         }         return lists;     }",889,"[ assert reverseListLists(new ArrayList<>(Arrays.asList(Arrays.asList(1, 2, 3, 4), Arrays.asList(5, 6, 7, 8), Arrays.asList(9, 10, 11, 12), Arrays.asList(13, 14, 15, 16)))).equals(Arrays.asList(Arrays.asList(4, 3, 2, 1), Arrays.asList(8, 7, 6, 5), Arrays.asList(12, 11, 10, 9), Arrays.asList(16, 15, 14, 13))) , assert reverseListLists(new ArrayList<>(Arrays.asList(Arrays.asList(1, 2), Arrays.asList(2, 3), Arrays.asList(3, 4)))).equals(Arrays.asList(Arrays.asList(2, 1), Arrays.asList(3, 2), Arrays.asList(4, 3))) , assert reverseListLists(new ArrayList<>(Arrays.asList(Arrays.asList(10, 20), Arrays.asList(30, 40)))).equals(Arrays.asList(Arrays.asList(20, 10), Arrays.asList(40, 30))) ]"
892,The given Java code and the requested Python function extract the last element from each sublist in a list of lists and return them as a new list.,"    public static List<String> extract(List<List<String>> lst) {
        List<String> result = new ArrayList<>();
        for (List<String> item : lst) {
            result.add(item.get(item.size() - 1));
        }
        return result;
    }

    public static List<String> Extract(int[][] lst) {
        List<List<String>> temp = new ArrayList<>();
        for (int[] item : lst) {
            List<String> tempItem = new ArrayList<>();
            for (int i : item) {
                tempItem.add(String.valueOf(i));
            }
            temp.add(tempItem);
        }
        return extract(temp);
    }

    public static List<String> Extract(String[][] lst) {
        List<List<String>> temp = new ArrayList<>();
        for (String[] item : lst) {
            List<String> tempItem = new ArrayList<>();
            for (String i : item) {
                tempItem.add(i);
            }
            temp.add(tempItem);
        }
        return extract(temp);
    }",893,"[
assert Extract(new int[][]{{1, 2, 3}, {4, 5}, {6, 7, 8, 9}}).equals(Arrays.asList(""3"", ""5"", ""9""));
,
assert Extract(new String[][]{{""x"", ""y"", ""z""}, {""m""}, {""a"", ""b""}, {""u"", ""v""}}).equals(Arrays.asList(""z"", ""m"", ""b"", ""v""));
,
assert Extract(new int[][]{{1, 2, 3}, {4, 5}}).equals(Arrays.asList(""3"", ""5""));
]"
900,The given code calculates the smallest multiple that is evenly divisible by all numbers from 1 to a given input number n.,"    public static int smallestMultiple(int n) {
        if (n <= 2) {
            return n;
        }
        int i = n * 2;
        List<Integer> factors = new ArrayList<>();
        for (int number = n; number > 1; number--) {
            if (number * 2 > n) {
                factors.add(number);
            }
        }
        while (true) {
            for (int a : factors) {
                if (i % a != 0) {
                    i += n;
                    break;
                }
                if (a == factors.get(factors.size() - 1) && i % a == 0) {
                    return i;
                }
            }
        }
    } 
",901,"[
assert smallestMultiple(13) == 360360;
,
assert smallestMultiple(2) == 2;
,
assert smallestMultiple(1) == 1;
] 
"
902,The given Java code counts the total number of unset bits in the binary representation of all numbers from 1 to a given number n.,"    public static int countUnsetBits(int n) {
        int cnt = 0;
        for (int i = 1; i <= n; i++) {
            int temp = i;
            while (temp != 0) {
                if (temp % 2 == 0) {
                    cnt++;
                }
                temp /= 2;
            }
        }
        return cnt;
    } 
",903,"[
assert countUnsetBits(2) == 1;
,
assert countUnsetBits(5) == 4;
,
assert countUnsetBits(14) == 17;
]"
914,"The given code rearranges the numbers in an array so that all non-zero numbers are sorted in descending order of their absolute values, with zeros placed at the end, while the requested functionality is to separate positive and negative numbers.","public static int[] rearrangeNumbs(int[] arrayNums) {         Integer[] wrapperArray = new Integer[arrayNums.length];         for (int i = 0; i < arrayNums.length; i++) {             wrapperArray[i] = arrayNums[i];         }                  Arrays.sort(wrapperArray, new Comparator<Integer>() {             @Override             public int compare(Integer i1, Integer i2) {                 if (i1 >= 0 && i2 >= 0) {                     return i1.compareTo(i2);                 }                 else if (i1 < 0 && i2 < 0) {                     return Integer.compare(Math.abs(i2), Math.abs(i1));                 }                 return i2.compareTo(i1);             }         });                  int[] result = new int[arrayNums.length];         for (int i = 0; i < wrapperArray.length; i++) {             result[i] = wrapperArray[i];         }         return result;     }",915,"[ assert Arrays.equals(rearrangeNumbs(new int[]{-1, 2, -3, 5, 7, 8, 9, -10}), new int[]{2, 5, 7, 8, 9, -10, -3, -1}) : ""a1"" , assert Arrays.equals(rearrangeNumbs(new int[]{10, 15, 14, 13, -18, 12, -20}), new int[]{10, 12, 13, 14, 15, -20, -18}) : ""a2"" , assert Arrays.equals(rearrangeNumbs(new int[]{-20, 20, -10, 10, -30, 30}), new int[]{10, 20, 30, -30, -20, -10}) : ""a3"" ]"
917,This function calculates the number of ways to make change for a given amount using a set of coins with different denominations.,"    
    public static int coinChange(int[] S, int m, int n) {
        int[][] table = new int[n + 1][m];
        for (int i = 0; i < m; i++) {
            table[0][i] = 1;
        }
        for (int i = 1; i <= n; i++) {
            for (int j = 0; j < m; j++) {
                int x = (i - S[j] >= 0) ? table[i - S[j]][j] : 0;
                int y = (j >= 1) ? table[i][j - 1] : 0;
                table[i][j] = x + y;
            }
        }
        return table[n][m - 1];
    } 
",918,"[
assert coinChange(new int[]{1, 2, 3}, 3, 4) == 4;
,
assert coinChange(new int[]{4, 5, 6, 7, 8, 9}, 6, 9) == 2;
,
assert coinChange(new int[]{4, 5, 6, 7, 8, 9}, 6, 4) == 1;
] 
"
927,"This Java function takes a date string in yyyy-mm-dd format and returns the same date in dd-mm-yyyy format by rearranging the year, month, and day components.","    public static String changeDateFormat(String dt) {
        Pattern pattern = Pattern.compile(""(\\d{4})-(\\d{1,2})-(\\d{1,2})"");
        Matcher matcher = pattern.matcher(dt);
        return matcher.replaceAll(""$3-$2-$1"");
    }",928,"[
assert changeDateFormat(""2026-01-02"").equals(""02-01-2026"");
,
assert changeDateFormat(""2021-01-04"").equals(""04-01-2021"");
,
assert changeDateFormat(""2030-06-06"").equals(""06-06-2030"");
]"
940,"The given function counts the number of elements in a list until it encounters a tuple, at which point it stops counting and returns the count of elements before the tuple.","public static int countElim(Object[] num) {
    int countElim = 0;
    for (Object n : num) {
        if (n instanceof Object[]) { 
            break;
        }
        countElim++;
    }
    return countElim;
}",941,"[
assert countElim(new Object[]{10, 20, 30, new Object[]{10, 20}, 40}) == 3;
,
assert countElim(new Object[]{10, new Object[]{20, 30}, new Object[]{10, 20}, 40}) == 1;
,
assert countElim(new Object[]{new Object[]{10, new Object[]{20, 30, new Object[]{10, 20}, 40}}}) == 0;
]"
