,text,code,task_id,test_list
364,Write a python function to count the number of digits of a given number.,"```cpp
#include <iostream>

std::pair<int, int> count_Digit(int n) {
    int count = 0;
    while (n != 0) {
        n /= 10;
        count += 1;
    }
    return {count, count}; // To match the return type (tuple) in Python
}
```",365,"```cpp
#include <cassert>

int count_Digit(int num) {
    int count = 0;
    while (num != 0) {
        num /= 10;
        count++;
    }
    return count;
}

int main() {
    assert(count_Digit(12345) == 5);
    assert(count_Digit(11223305) == 8);
    assert(count_Digit(4123459) == 7);
    return 0;
}
```"
365,Write a python function to find the largest product of the pair of adjacent elements from a given list of integers.,"```cpp
#include <vector>
#include <algorithm>
#include <utility>

std::pair<int, int> adjacent_num_product(const std::vector<int>& list_nums) {
    int max_product = 0;
    for (size_t i = 0; i < list_nums.size() - 1; ++i) {
        max_product = std::max(max_product, list_nums[i] * list_nums[i + 1]);
    }
    return max_product;
}
```",366,"```cpp
#include <cassert>
#include <vector>

int adjacent_num_product(const std::vector<int>& nums) {
    int max_product = 0;
    for (size_t i = 0; i < nums.size() - 1; ++i) {
        int product = nums[i] * nums[i + 1];
        if (product > max_product) {
            max_product = product;
        }
    }
    return max_product;
}

int main() {
    assert(adjacent_num_product({1, 2, 3, 4, 5, 6}) == 30);
    assert(adjacent_num_product({1, 2, 3, 4, 5}) == 20);
    assert(adjacent_num_product({2, 3}) == 6);
    return 0;
}
```"
366,Write a function to check if a binary tree is balanced or not.,"```cpp
#include <algorithm>

class Node {
public:
    int data;
    Node* left;
    Node* right;

    Node(int data) {
        this->data = data;
        left = nullptr;
        right = nullptr;
    }
};

int get_height(Node* root) {
    if (root == nullptr) {
        return 0;
    }
    return std::max(get_height(root->left), get_height(root->right)) + 1;
}

bool is_tree_balanced(Node* root) {
    if (root == nullptr) {
        return true;
    }
    int lh = get_height(root->left);
    int rh = get_height(root->right);
    if (std::abs(lh - rh) <= 1 && is_tree_balanced(root->left) && is_tree_balanced(root->right)) {
        return true;
    }
    return false;
}
```",367,"```cpp
assert(is_tree_balanced(root) == false);
assert(is_tree_balanced(root1) == true);
assert(is_tree_balanced(root2) == false);
```"
367,Write a function to repeat the given tuple n times.,"```cpp
#include <tuple>
#include <vector>

std::vector<std::tuple<int, int>> repeat_tuples(const std::tuple<int, int>& test_tup, int N) {
    std::vector<std::tuple<int, int>> res(N, test_tup);
    return res;
}
```",368,"```cpp
#include <cassert>
#include <tuple>
#include <vector>

std::vector<std::tuple<int, int>> repeat_tuples(std::tuple<int, int> t, int n) {
    std::vector<std::tuple<int, int>> result(n, t);
    return result;
}

int main() {
    assert(repeat_tuples(std::make_tuple(1, 3), 4) == std::vector<std::tuple<int, int>>{std::make_tuple(1, 3), std::make_tuple(1, 3), std::make_tuple(1, 3), std::make_tuple(1, 3)});
    assert(repeat_tuples(std::make_tuple(1, 2), 3) == std::vector<std::tuple<int, int>>{std::make_tuple(1, 2), std::make_tuple(1, 2), std::make_tuple(1, 2)});
    assert(repeat_tuples(std::make_tuple(3, 4), 5) == std::vector<std::tuple<int, int>>{std::make_tuple(3, 4), std::make_tuple(3, 4), std::make_tuple(3, 4), std::make_tuple(3, 4), std::make_tuple(3, 4)});
    return 0;
}
```"
368,Write a function to find the lateral surface area of cuboid,"```cpp
#include <tuple>

std::tuple<double, double> lateralsurface_cuboid(double l, double w, double h) {
    double LSA = 2 * h * (l + w);
    return std::make_tuple(LSA, LSA);
}
```",369,"```cpp
#include <cassert>

int lateralsurface_cuboid(int length, int width, int height) {
    return 2 * (length * height + width * height);
}

int main() {
    assert(lateralsurface_cuboid(8, 5, 6) == 156);
    assert(lateralsurface_cuboid(7, 9, 10) == 320);
    assert(lateralsurface_cuboid(10, 20, 30) == 1800);
    return 0;
}
```"
369,Write a function to sort a tuple by its float element.,"```cpp
#include <vector>
#include <algorithm>
#include <string>

std::vector<std::vector<std::string>> float_sort(const std::vector<std::vector<std::string>>& price) {
    std::vector<std::vector<std::string>> sorted_price = price;
    std::sort(sorted_price.begin(), sorted_price.end(), [](const std::vector<std::string>& a, const std::vector<std::string>& b) {
        return std::stof(a[1]) > std::stof(b[1]);
    });
    return sorted_price;
}
```",370,"```cpp
#include <iostream>
#include <vector>
#include <string>
#include <algorithm>

using namespace std;

vector<pair<string, string>> float_sort(const vector<pair<string, string>>& items) {
    vector<pair<string, string>> sorted_items = items;
    sort(sorted_items.begin(), sorted_items.end(), [](const pair<string, string>& a, const pair<string, string>& b) {
        return stof(a.second) > stof(b.second);
    });
    return sorted_items;
}

int main() {
    assert(float_sort({{""item1"", ""12.20""}, {""item2"", ""15.10""}, {""item3"", ""24.5""}}) == vector<pair<string, string>>{{""item3"", ""24.5""}, {""item2"", ""15.10""}, {""item1"", ""12.20""}});
    assert(float_sort({{""item1"", ""15""}, {""item2"", ""10""}, {""item3"", ""20""}}) == vector<pair<string, string>>{{""item3"", ""20""}, {""item1"", ""15""}, {""item2"", ""10""}});
    assert(float_sort({{""item1"", ""5""}, {""item2"", ""10""}, {""item3"", ""14""}}) == vector<pair<string, string>>{{""item3"", ""14""}, {""item2"", ""10""}, {""item1"", ""5""}});
    return 0;
}
```"
370,Write a function to find the smallest missing element in a sorted array.,"```cpp
#include <vector>

int smallest_missing(const std::vector<int>& A, int left_element, int right_element) {
    if (left_element > right_element) {
        return left_element;
    }
    int mid = left_element + (right_element - left_element) / 2;
    if (A[mid] == mid) {
        return smallest_missing(A, mid + 1, right_element);
    } else {
        return smallest_missing(A, left_element, mid - 1);
    }
}
```",371,"```cpp
#include <cassert>
#include <vector>

int smallest_missing(const std::vector<int>& nums, int start, int end) {
    // Implementation of the smallest_missing function
}

int main() {
    assert(smallest_missing({0, 1, 2, 3, 4, 5, 6}, 0, 6) == 7);
    assert(smallest_missing({0, 1, 2, 6, 9, 11, 15}, 0, 6) == 3);
    assert(smallest_missing({1, 2, 3, 4, 6, 9, 11, 15}, 0, 7) == 0);
    return 0;
}
```"
371,Write a function to sort a given list of elements in ascending order using heap queue algorithm.,"```cpp
#include <vector>
#include <queue>

std::pair<std::vector<int>, std::vector<int>> heap_assending(std::vector<int> nums) {
    std::make_heap(nums.begin(), nums.end(), std::greater<int>());
    std::vector<int> s_result;
    while (!nums.empty()) {
        std::pop_heap(nums.begin(), nums.end(), std::greater<int>());
        s_result.push_back(nums.back());
        nums.pop_back();
    }
    return {s_result};
}
```",372,"```cpp
#include <cassert>
#include <vector>
#include <algorithm>

std::vector<int> heap_assending(std::vector<int> heap) {
    std::sort(heap.begin(), heap.end());
    return heap;
}

int main() {
    assert(heap_assending({18, 14, 10, 9, 8, 7, 9, 3, 2, 4, 1}) == std::vector<int> {1, 2, 3, 4, 7, 8, 9, 9, 10, 14, 18});
    assert(heap_assending({25, 35, 22, 85, 14, 65, 75, 25, 58}) == std::vector<int> {14, 22, 25, 25, 35, 58, 65, 75, 85});
    assert(heap_assending({1, 3, 5, 7, 9, 2, 4, 6, 8, 0}) == std::vector<int> {0, 1, 2, 3, 4, 5, 6, 7, 8, 9});
    return 0;
}
```"
372,Write a function to find the volume of a cuboid.,"```cpp
#include <tuple>

std::tuple<double, double, double> volume_cuboid(double l, double w, double h) {
    double volume = l * w * h;
    return std::make_tuple(volume, l, w, h);
}
```",373,"```cpp
#include <cassert>

int volume_cuboid(int length, int width, int height) {
    return length * width * height;
}

int main() {
    assert(volume_cuboid(1, 2, 3) == 6);
    assert(volume_cuboid(5, 7, 9) == 315);
    assert(volume_cuboid(10, 15, 21) == 3150);
    return 0;
}
```"
373,Write a function to print all permutations of a given string including duplicates.,"```cpp
#include <iostream>
#include <vector>
#include <string>
#include <algorithm>

std::vector<std::string> permute_string(const std::string& str) {
    if (str.length() == 0) {
        return {""""};
    }
    std::vector<std::string> prev_list = permute_string(str.substr(1));
    std::vector<std::string> next_list;
    for (const auto& s : prev_list) {
        for (size_t j = 0; j <= str.length(); ++j) {
            std::string new_str = s.substr(0, j) + str[0] + s.substr(j);
            if (std::find(next_list.begin(), next_list.end(), new_str) == next_list.end()) {
                next_list.push_back(new_str);
            }
        }
    }
    return next_list;
}
```",374,"```cpp
#include <cassert>
#include <vector>
#include <string>

std::vector<std::string> permute_string(const std::string &s) {
    // Implementation of the permutation function goes here
}

int main() {
    assert(permute_string(""ab"") == std::vector<std::string>{""ab"", ""ba""});
    assert(permute_string(""abc"") == std::vector<std::string>{""abc"", ""bac"", ""bca"", ""acb"", ""cab"", ""cba""});
    assert(permute_string(""abcd"") == std::vector<std::string>{""abcd"", ""bacd"", ""bcad"", ""bcda"", ""acbd"", ""cabd"", ""cbad"", ""cbda"", ""acdb"", ""cadb"", ""cdab"", ""cdba"", ""abdc"", ""badc"", ""bdac"", ""bdca"", ""adbc"", ""dabc"", ""dbac"", ""dbca"", ""adcb"", ""dacb"", ""dcab"", ""dcba""});
    return 0;
}
```"
374,Write a function to round the given number to the nearest multiple of a specific number.,"```cpp
#include <utility>

std::pair<int, int> round_num(int n, int m) {
    int a = (n / m) * m;
    int b = a + m;
    return (n - a > b - n) ? std::make_pair(b, a) : std::make_pair(a, b);
}
```",375,"```cpp
#include <cassert>
#include <cmath>

int round_num(int num, int base) {
    return static_cast<int>(std::round(static_cast<double>(num) / base) * base);
}

int main() {
    assert(round_num(4722, 10) == 4720);
    assert(round_num(1111, 5) == 1110);
    assert(round_num(219, 2) == 218);
    return 0;
}
```"
375,Write a function to remove tuple elements that occur more than once and replace the duplicates with some custom value.,"```cpp
#include <iostream>
#include <tuple>
#include <set>
#include <vector>

std::tuple<std::string, std::string, std::string> remove_replica(const std::tuple<std::string, std::string, std::string>& test_tup) {
    std::set<std::string> temp;
    std::vector<std::string> res;

    for (const auto& ele : {std::get<0>(test_tup), std::get<1>(test_tup), std::get<2>(test_tup)}) {
        if (temp.find(ele) == temp.end() && temp.insert(ele).second) {
            res.push_back(ele);
        } else {
            res.push_back(""MSP"");
        }
    }

    return std::make_tuple(res[0], res[1], res[2]);
}
```",376,"```cpp
#include <iostream>
#include <tuple>
#include <vector>
#include <string>
#include <cassert>

std::tuple<int, std::string, int, std::string, std::string, int, std::string, int, int, std::string> remove_replica(const std::vector<int>& input) {
    // Function implementation is assumed to be here
}

int main() {
    assert(remove_replica({1, 1, 4, 4, 4, 5, 5, 6, 7, 7}) == std::make_tuple(1, ""MSP"", 4, ""MSP"", ""MSP"", 5, ""MSP"", 6, 7, ""MSP""));
    assert(remove_replica({2, 3, 4, 4, 5, 6, 6, 7, 8, 9, 9}) == std::make_tuple(2, 3, 4, ""MSP"", 5, 6, ""MSP"", 7, 8, 9, ""MSP""));
    assert(remove_replica({2, 2, 5, 4, 5, 7, 5, 6, 7, 7}) == std::make_tuple(2, ""MSP"", 5, 4, ""MSP"", 7, ""MSP"", 6, ""MSP"", ""MSP""));
    
    return 0;
}
```"
376,Write a python function to remove all occurrences of a character in a given string.,"```cpp
#include <iostream>
#include <string>
#include <algorithm>

std::pair<std::string> remove_Char(std::string s, char c) {
    int counts = std::count(s.begin(), s.end(), c);
    s.erase(std::remove(s.begin(), s.end(), c), s.end());
    return std::make_pair(s);
}
```",377,"```cpp
#include <cassert>
#include <string>

int main() {
    assert(remove_Char(""aba"", 'a') == ""b"");
    assert(remove_Char(""toggle"", 'g') == ""tole"");
    assert(remove_Char(""aabbc"", 'b') == ""aac"");
    return 0;
}
```"
377,Write a python function to shift last element to first position in the given list.,"```cpp
#include <vector>

std::vector<int> move_first(std::vector<int> test_list) {
    std::vector<int> result;
    result.insert(result.end(), test_list.end() - 1, test_list.end());
    result.insert(result.end(), test_list.begin(), test_list.end() - 1);
    return result;
}
```",378,"```cpp
#include <cassert>
#include <vector>

std::vector<int> move_first(std::vector<int> arr) {
    if (!arr.empty()) {
        int last = arr.back();
        arr.pop_back();
        arr.insert(arr.begin(), last);
    }
    return arr;
}

int main() {
    assert(move_first({1, 2, 3, 4}) == std::vector<int>{4, 1, 2, 3});
    assert(move_first({0, 1, 2, 3}) == std::vector<int>{3, 0, 1, 2});
    assert(move_first({9, 8, 7, 1}) == std::vector<int>{1, 9, 8, 7});
    return 0;
}
```"
378,Write a function to find the surface area of a cuboid.,"```cpp
#include <iostream>
using namespace std;

pair<int, int> surfacearea_cuboid(int l, int w, int h) {
    int SA = 2 * (l * w + l * h + w * h);
    return make_pair(SA, 0); // Returning second value as 0 for compatibility with the original function
}
```",379,"```cpp
#include <cassert>

int surfacearea_cuboid(int length, int width, int height) {
    return 2 * (length * width + width * height + height * length);
}

int main() {
    assert(surfacearea_cuboid(1, 2, 3) == 22);
    assert(surfacearea_cuboid(5, 7, 9) == 286);
    assert(surfacearea_cuboid(10, 15, 21) == 1350);
    return 0;
}
```"
379,Write a function to generate a two-dimensional array.,"```cpp
#include <vector>

std::vector<std::vector<int>> multi_list(int rownum, int colnum) {
    std::vector<std::vector<int>> multi_list(rownum, std::vector<int>(colnum, 0));
    for (int row = 0; row < rownum; row++) {
        for (int col = 0; col < colnum; col++) {
            multi_list[row][col] = row * col;
        }
    }
    return multi_list;
}
```",380,"```cpp
#include <iostream>
#include <vector>
#include <cassert>

std::vector<std::vector<int>> multi_list(int rows, int cols) {
    std::vector<std::vector<int>> result(rows, std::vector<int>(cols, 0));
    for (int i = 0; i < rows; ++i) {
        for (int j = 0; j < cols; ++j) {
            result[i][j] = i * j;
        }
    }
    return result;
}

int main() {
    assert(multi_list(3, 4) == std::vector<std::vector<int>>{{0, 0, 0, 0}, {0, 1, 2, 3}, {0, 2, 4, 6}});
    assert(multi_list(5, 7) == std::vector<std::vector<int>>{{0, 0, 0, 0, 0, 0, 0}, {0, 1, 2, 3, 4, 5, 6}, {0, 2, 4, 6, 8, 10, 12}, {0, 3, 6, 9, 12, 15, 18}, {0, 4, 8, 12, 16, 20, 24}});
    assert(multi_list(10, 15) == std::vector<std::vector<int>>{{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}, {0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14}, {0, 2, 4, 6, 8, 10, 12, 14, 16, 18, 20, 22, 24, 26, 28}, {0, 3, 6, 9, 12, 15, 18, 21, 24, 27, 30, 33, 36, 39, 42}, {0, 4, 8, 12, 16, 20, 24, 28, 32, 36, 40, 44, 48, 52, 56}, {0, 5, 10, 15, 20, 25, 30, 35, 40, 45, 50, 55, 60, 65, 70}, {0, 6, 12, 18, 24, 30, 36, 42, 48, 54, 60, 66, 72, 78, 84}, {0, 7, 14, 21, 28, 35, 42, 49, 56, 63, 70, 77, 84, 91, 98}, {0, 8, 16, 24, 32, 40, 48, 56, 64, 72, 80, 88, 96, 104, 112}, {0, 9, 18, 27, 36, 45, 54, 63, 72, 81, 90, 99, 108, 117, 126}});
    return 0;
}
```"
380,Write a function to sort a list of lists by a given index of the inner list.,"```cpp
#include <algorithm>
#include <vector>

std::vector<std::vector<int>> index_on_inner_list(const std::vector<std::vector<int>>& list_data, int index_no) {
    std::vector<std::vector<int>> result = list_data;
    std::sort(result.begin(), result.end(), [index_no](const std::vector<int>& a, const std::vector<int>& b) {
        return a[index_no] < b[index_no];
    });
    return result;
}
```",381,"```cpp
#include <iostream>
#include <vector>
#include <tuple>
#include <algorithm>

std::vector<std::tuple<std::string, int, int>> index_on_inner_list(const std::vector<std::tuple<std::string, int, int>>& input, int index) {
    std::vector<std::tuple<std::string, int, int>> output = input;
    std::sort(output.begin(), output.end(), [index](const auto& a, const auto& b) {
        return std::get(index, a) < std::get(index, b);
    });
    return output;
}

int main() {
    assert(index_on_inner_list({{""Greyson Fulton"", 98, 99}, {""Brady Kent"", 97, 96}, {""Wyatt Knott"", 91, 94}, {""Beau Turnbull"", 94, 98}}, 0) == 
           std::vector<std::tuple<std::string, int, int>>{{""Beau Turnbull"", 94, 98}, {""Brady Kent"", 97, 96}, {""Greyson Fulton"", 98, 99}, {""Wyatt Knott"", 91, 94}});
    
    assert(index_on_inner_list({{""Greyson Fulton"", 98, 99}, {""Brady Kent"", 97, 96}, {""Wyatt Knott"", 91, 94}, {""Beau Turnbull"", 94, 98}}, 1) == 
           std::vector<std::tuple<std::string, int, int>>{{""Wyatt Knott"", 91, 94}, {""Beau Turnbull"", 94, 98}, {""Brady Kent"", 97, 96}, {""Greyson Fulton"", 98, 99}});
    
    assert(index_on_inner_list({{""Greyson Fulton"", 98, 99}, {""Brady Kent"", 97, 96}, {""Wyatt Knott"", 91, 94}, {""Beau Turnbull"", 94, 98}}, 2) == 
           std::vector<std::tuple<std::string, int, int>>{{""Wyatt Knott"", 91, 94}, {""Brady Kent"", 97, 96}, {""Beau Turnbull"", 94, 98}, {""Greyson Fulton"", 98, 99}});

    return 0;
}
```"
381,Write a function to find the number of rotations in a circularly sorted array.,"```cpp
#include <vector>

int find_rotation_count(std::vector<int>& A) {
    int left = 0, right = A.size() - 1;
    while (left <= right) {
        if (A[left] <= A[right]) {
            return left;
        }
        int mid = (left + right) / 2;
        int next = (mid + 1) % A.size();
        int prev = (mid - 1 + A.size()) % A.size();
        if (A[mid] <= A[next] && A[mid] <= A[prev]) {
            return mid;
        } else if (A[mid] <= A[right]) {
            right = mid - 1;
        } else if (A[mid] >= A[left]) {
            left = mid + 1;
        }
    }
    return -1;
}
```",382,"```cpp
#include <cassert>
#include <vector>

int find_rotation_count(const std::vector<int>& nums) {
    // Assume implementation of the function is provided here.
}

int main() {
    assert(find_rotation_count({8, 9, 10, 1, 2, 3, 4, 5, 6, 7}) == 3);
    assert(find_rotation_count({8, 9, 10, 2, 5, 6}) == 3);
    assert(find_rotation_count({2, 5, 6, 8, 9, 10}) == 0);
    return 0;
}
```"
382,Write a python function to toggle all odd bits of a given number.,"```cpp
#include <iostream>
using namespace std;

pair<int, int> even_bit_toggle_number(int n) {
    int res = 0, count = 0, temp = n;
    while (temp > 0) {
        if (count % 2 == 0) {
            res = res | (1 << count);
        }
        count++;
        temp >>= 1;
    }
    return make_pair(n ^ res, res);
}
```",383,"```cpp
#include <cassert>

int even_bit_toggle_number(int n) {
    // Function logic here
}

int main() {
    assert(even_bit_toggle_number(10) == 15);
    assert(even_bit_toggle_number(20) == 1);
    assert(even_bit_toggle_number(30) == 11);
    return 0;
}
```"
383,Write a python function to find the frequency of the smallest value in a given array.,"```cpp
#include <vector>
using namespace std;

pair<int, int> frequency_Of_Smallest(int n, vector<int>& arr) { 
    int mn = arr[0]; 
    int freq = 1;
    for (int i = 1; i < n; i++) { 
        if (arr[i] < mn) { 
            mn = arr[i]; 
            freq = 1;
        } else if (arr[i] == mn) { 
            freq++;
        }
    }
    return {freq, mn};
}
```",384,"```cpp
#include <cassert>
#include <vector>
#include <algorithm>

int frequency_Of_Smallest(int n, const std::vector<int>& arr) {
    int min_value = *std::min_element(arr.begin(), arr.end());
    return std::count(arr.begin(), arr.end(), min_value);
}

int main() {
    assert(frequency_Of_Smallest(5, {1, 2, 3, 4, 3}) == 1);
    assert(frequency_Of_Smallest(7, {3, 1, 2, 5, 6, 2, 3}) == 1);
    assert(frequency_Of_Smallest(7, {3, 3, 6, 3, 7, 4, 9}) == 3);
    return 0;
}
```"
384,Write a function to find the n'th perrin number using recursion.,"```cpp
#include <iostream>

int get_perrin(int n) {
    if (n == 0) {
        return 3;
    }
    if (n == 1) {
        return 0;
    }
    if (n == 2) {
        return 2;
    }
    return get_perrin(n - 2) + get_perrin(n - 3);
}
```",385,"```cpp
#include <cassert>

int get_perrin(int n);

int main() {
    assert(get_perrin(9) == 12);
    assert(get_perrin(4) == 2);
    assert(get_perrin(6) == 5);
    return 0;
}
```"
385,Write a function to find out the minimum no of swaps required for bracket balancing in the given string.,"```cpp
#include <string>

std::pair<int, int> swap_count(const std::string& s) {
    const char* chars = s.c_str();
    int count_left = 0;
    int count_right = 0;
    int swap = 0;
    int imbalance = 0; 
    for (size_t i = 0; i < s.length(); ++i) {
        if (chars[i] == '[') {
            count_left += 1;
            if (imbalance > 0) {
                swap += imbalance;
                imbalance -= 1;
            }
        } else if (chars[i] == ']') {
            count_right += 1;
            imbalance = (count_right - count_left); 
        }
    }
    return {swap, 0}; // Return second value as 0 since it has no equivalent in the original code
}
```",386,"```cpp
#include <cassert>
#include <string>

int swap_count(const std::string& s);

int main() {
    assert(swap_count(""[]][]["") == 2);
    assert(swap_count(""[[][]]"") == 0);
    assert(swap_count(""[[][]]]["") == 1);
    return 0;
}
```"
386,Write a python function to check whether the hexadecimal number is even or odd.,"```cpp
#include <string>

std::string even_or_odd(std::string N) {
    int l = N.length();
    if (N[l - 1] == '0' || N[l - 1] == '2' || 
        N[l - 1] == '4' || N[l - 1] == '6' || 
        N[l - 1] == '8' || N[l - 1] == 'A' || 
        N[l - 1] == 'C' || N[l - 1] == 'E') {
        return ""Even"";
    } else {
        return ""Odd"";
    }
}
```",387,"```cpp
#include <cassert>
#include <string>

std::string even_or_odd(const std::string& input);

int main() {
    assert(even_or_odd(""AB3454D"") == ""Odd"");
    assert(even_or_odd(""ABC"") == ""Even"");
    assert(even_or_odd(""AAD"") == ""Odd"");
    return 0;
}
```"
387,Write a python function to find the highest power of 2 that is less than or equal to n.,"```cpp
int highest_Power_of_2(int n) { 
    int res = 0; 
    for (int i = n; i > 0; --i) { 
        if ((i & (i - 1)) == 0) { 
            res = i; 
            break; 
        } 
    } 
    return res; 
}
```",388,"```cpp
#include <cassert>

int highest_Power_of_2(int n) {
    int power = 1;
    while (power <= n) {
        power <<= 1; // equivalent to power *= 2
    }
    return power >> 1; // return the last valid power of 2
}

int main() {
    assert(highest_Power_of_2(10) == 8);
    assert(highest_Power_of_2(19) == 16);
    assert(highest_Power_of_2(32) == 32);
    return 0;
}
```"
388,Write a function to find the n'th lucas number.,"```cpp
int find_lucas(int n) {
    if (n == 0) {
        return 2;
    }
    if (n == 1) {
        return 1;
    }
    return find_lucas(n - 1) + find_lucas(n - 2);
}
```",389,"```cpp
#include <cassert>

int find_lucas(int n);

int main() {
    assert(find_lucas(9) == 76);
    assert(find_lucas(4) == 7);
    assert(find_lucas(3) == 4);
    return 0;
}
```"
389,Write a function to insert a given string at the beginning of all items in a list.,"```cpp
#include <vector>
#include <string>
#include <iostream>

std::vector<std::string> add_string(const std::vector<std::string>& list, const std::string& string) {
    std::vector<std::string> add_string;
    for (const auto& i : list) {
        add_string.push_back(fmt::format(string, i));
    }
    return add_string;
}
```",390,"```cpp
#include <cassert>
#include <string>
#include <vector>
#include <sstream>

std::vector<std::string> add_string(const std::vector<int>& nums, const std::string& str) {
    std::vector<std::string> result;
    for (const auto& num : nums) {
        result.push_back(str + std::to_string(num));
    }
    return result;
}

int main() {
    assert(add_string({1, 2, 3, 4}, ""temp"") == std::vector<std::string>{""temp1"", ""temp2"", ""temp3"", ""temp4""});
    assert(add_string({'a', 'b', 'c', 'd'}, ""python"") == std::vector<std::string>{""pythona"", ""pythonb"", ""pythonc"", ""pythond""});
    assert(add_string({5, 6, 7, 8}, ""string"") == std::vector<std::string>{""string5"", ""string6"", ""string7"", ""string8""});
    return 0;
}
```"
390,Write a function to convert more than one list to nested dictionary.,"```cpp
#include <vector>
#include <map>
#include <tuple>

std::vector<std::map<std::string, std::map<std::string, std::string>>> convert_list_dictionary(
    const std::vector<std::string>& l1, 
    const std::vector<std::string>& l2, 
    const std::vector<std::string>& l3) 
{
    std::vector<std::map<std::string, std::map<std::string, std::string>>> result;
    for (size_t i = 0; i < l1.size() && i < l2.size() && i < l3.size(); ++i) {
        std::map<std::string, std::map<std::string, std::string>> entry;
        entry[l1[i]] = {{l2[i], l3[i]}};
        result.push_back(entry);
    }
    return result;
}
```",391,"```cpp
#include <iostream>
#include <vector>
#include <map>
#include <cassert>

std::vector<std::map<std::string, std::map<std::string, int>>> convert_list_dictionary(
    const std::vector<std::string>& keys,
    const std::vector<std::string>& values,
    const std::vector<int>& scores) {
    
    std::vector<std::map<std::string, std::map<std::string, int>>> result;

    for (size_t i = 0; i < keys.size(); i++) {
        std::map<std::string, int> inner_map;
        inner_map[values[i]] = scores[i];
        std::map<std::string, std::map<std::string, int>> outer_map;
        outer_map[keys[i]] = inner_map;
        result.push_back(outer_map);
    }

    return result;
}

int main() {
    assert(convert_list_dictionary({""S001"", ""S002"", ""S003"", ""S004""},
                                    {""Adina Park"", ""Leyton Marsh"", ""Duncan Boyle"", ""Saim Richards""},
                                    {85, 98, 89, 92}) ==
           (std::vector<std::map<std::string, std::map<std::string, int>>>{
               {{""S001"", {{""Adina Park"", 85}}}},
               {{""S002"", {{""Leyton Marsh"", 98}}}},
               {{""S003"", {{""Duncan Boyle"", 89}}}},
               {{""S004"", {{""Saim Richards"", 92}}}}
           }));

    assert(convert_list_dictionary({""abc"",""def"",""ghi"",""jkl""},
                                    {""python"",""program"",""language"",""programs""},
                                    {100,200,300,400}) ==
           (std::vector<std::map<std::string, std::map<std::string, int>>>{
               {{""abc"", {{""python"", 100}}}},
               {{""def"", {{""program"", 200}}}},
               {{""ghi"", {{""language"", 300}}}},
               {{""jkl"", {{""programs"", 400}}}}
           }));

    assert(convert_list_dictionary({""A1"",""A2"",""A3"",""A4""},
                                    {""java"",""C"",""C++"",""DBMS""},
                                    {10,20,30,40}) ==
           (std::vector<std::map<std::string, std::map<std::string, int>>>{
               {{""A1"", {{""java"", 10}}}},
               {{""A2"", {{""C"", 20}}}},
               {{""A3"", {{""C++"", 30}}}},
               {{""A4"", {{""DBMS"", 40}}}}
           }));

    return 0;
}
```"
391,"Write a function to find the maximum sum possible by using the given equation f(n) = max( (f(n/2) + f(n/3) + f(n/4) + f(n/5)), n).","```cpp
#include <vector>
#include <algorithm>

std::pair<int, int> get_max_sum(int n) {
    std::vector<int> res;
    res.push_back(0);
    res.push_back(1);
    int i = 2;
    while (i < n + 1) {
        res.push_back(std::max(i, res[i / 2] + res[i / 3] + res[i / 4] + res[i / 5]));
        i = i + 1;
    }
    return {res[n]};
}
```",392,"```cpp
#include <cassert>

int main() {
    assert(get_max_sum(60) == 106);
    assert(get_max_sum(10) == 12);
    assert(get_max_sum(2) == 2);
    return 0;
}
```"
392,Write a function to find the list with maximum length using lambda function.,"```cpp
#include <vector>
#include <string>
#include <algorithm>
#include <utility>

std::pair<int, std::string> max_length_list(const std::vector<std::string>& input_list) {
    int max_length = 0;
    std::string max_list;
    
    for (const auto& x : input_list) {
        if (x.length() > max_length) {
            max_length = x.length();
            max_list = x;
        }
    }
    
    return {max_length, max_list};
}
```",393,"```cpp
#include <cassert>
#include <vector>
#include <tuple>

std::tuple<int, std::vector<int>> max_length_list(const std::vector<std::vector<int>>& lists) {
    int max_length = 0;
    std::vector<int> max_list;

    for (const auto& list : lists) {
        if (list.size() > max_length) {
            max_length = list.size();
            max_list = list;
        }
    }
    
    return {max_length, max_list};
}

int main() {
    assert(max_length_list({{0}, {1, 3}, {5, 7}, {9, 11}, {13, 15, 17}}) == std::make_tuple(3, std::vector<int>{13, 15, 17}));
    assert(max_length_list({{1, 2, 3, 4, 5}, {1, 2, 3, 4}, {1, 2, 3}, {1, 2}, {1}}) == std::make_tuple(5, std::vector<int>{1, 2, 3, 4, 5}));
    assert(max_length_list({{3, 4, 5}, {6, 7, 8, 9}, {10, 11, 12}}) == std::make_tuple(4, std::vector<int>{6, 7, 8, 9}));

    return 0;
}
```"
