,text,code,task_id,test_list
128, this function to calculate magic square.,"```javascript
function magicSquareTest(myMatrix) {
    const iSize = myMatrix[0].length;
    const sumList = [];
    sumList.push(...myMatrix.map(lines => lines.reduce((a, b) => a + b, 0)));

    for (let col = 0; col < iSize; col++) {
        sumList.push(myMatrix.reduce((acc, row) => acc + row[col], 0));
    }

    let result1 = 0;
    for (let i = 0; i < iSize; i++) {
        result1 += myMatrix[i][i];
    }
    sumList.push(result1);

    let result2 = 0;
    for (let i = iSize - 1; i >= 0; i--) {
        result2 += myMatrix[i][i];
    }
    sumList.push(result2);

    if (new Set(sumList).size > 1) {
        return false;
    }
    return true;
}
```",129,"```javascript
console.assert(magic_square_test([[7, 12, 1, 14], [2, 13, 8, 11], [16, 3, 10, 5], [9, 6, 15, 4]]) === true);
console.assert(magic_square_test([[2, 7, 6], [9, 5, 1], [4, 3, 8]]) === true);
console.assert(magic_square_test([[2, 7, 6], [9, 5, 1], [4, 3, 7]]) === false);
```"
129, this function to find the item with maximum frequency in a given list.,"```javascript
function maxOccurrences(nums) {
    const dict = {};
    for (let i of nums) {
        dict[i] = (dict[i] || 0) + 1;
    }
    return Object.entries(dict).reduce((max, current) => current[1] > max[1] ? current : max);
}
```",130,"```javascript
['assert max_occurrences([2,3,8,4,7,9,8,2,6,5,1,6,1,2,3,2,4,6,9,1,2])==(2, 5)', 'assert max_occurrences([2,3,8,4,7,9,8,7,9,15,14,10,12,13,16,16,18])==(8, 2)', 'assert max_occurrences([10,20,20,30,40,90,80,50,30,20,50,10])==(20, 3)']
```"
130, this   function to reverse only the vowels of a given string.,"```javascript
function reverseVowels(str1) {
    let vowels = """";
    for (let char of str1) {
        if (""aeiouAEIOU"".includes(char)) {
            vowels += char;
        }
    }
    let resultString = """";
    for (let char of str1) {
        if (""aeiouAEIOU"".includes(char)) {
            resultString += vowels[vowels.length - 1];
            vowels = vowels.slice(0, -1);
        } else {
            resultString += char;
        }
    }
    return resultString;
}
```",131,"```javascript
['console.assert(reverseVowels("" "") === "" "")', 'console.assert(reverseVowels(""USA"") === ""ASU"")', 'console.assert(reverseVowels(""ab"") === ""ab"")']
```"
131, this function to convert tuple to a string.,"```javascript
function tup_string(tup1) {
    var str = tup1.join('');
    return str;
}
```",132,"```javascript
['console.assert(tup_string([""e"", ""x"", ""e"", ""r"", ""c"", ""i"", ""s"", ""e"", ""s""]) === ""exercises"")', 'console.assert(tup_string([""p"", ""y"", ""t"", ""h"", ""o"", ""n""]) === "" "")', 'console.assert(tup_string([""p"", ""r"", ""o"", ""g"", ""r"", ""a"", ""m""]) === ""program"")']
```"
132, this function to calculate the sum of the negative numbers of a given list of numbers using lambda function.,"```javascript
function sumNegativenum(nums) {
    const sumNegativenum = nums.filter(num => num < 0);
    return sumNegativenum.reduce((acc, num) => acc + num, 0);
}
```",133,"```javascript
console.assert(sum_negativenum([2, 4, -6, -9, 11, -12, 14, -5, 17]) === -32);
console.assert(sum_negativenum([10, 15, -14, 13, -18, 12, -20]) === -52);
console.assert(sum_negativenum([19, -65, 57, 39, 152, -639, 121, 44, 90, -190]) === -894);
```"
133, this   function to check whether the last element of given array is even or odd after performing an operation p times.,"```javascript
function check_last(arr, n, p) {
    let _sum = 0;
    for (let i = 0; i < n; i++) {
        _sum += arr[i];
    }
    if (p === 1) {
        if (_sum % 2 === 0) {
            return ""ODD"";
        } else {
            return ""EVEN"";
        }
    }
    return ""EVEN"";
}
```",134,"```javascript
['console.assert(check_last([5,7,10],3,1) === ""ODD"")', 'console.assert(check_last([2,3],2,3) === ""EVEN"")', 'console.assert(check_last([1,2,3],3,1) === ""ODD"")']
```"
134, this function to find the nth hexagonal number.,"```javascript
function hexagonal_num(n) {
    return n * (2 * n - 1);
}
```",135,"```javascript
console.assert(hexagonal_num(10) == 190);
console.assert(hexagonal_num(5) == 45);
console.assert(hexagonal_num(7) == 91);
```"
135, this function to calculate electricity bill.,"```javascript
function cal_electbill(units) {
    let amount;
    let surcharge;
    
    if (units < 50) {
        amount = units * 2.60;
        surcharge = 25;
    } else if (units <= 100) {
        amount = 130 + ((units - 50) * 3.25);
        surcharge = 35;
    } else if (units <= 200) {
        amount = 130 + 162.50 + ((units - 100) * 5.26);
        surcharge = 45;
    } else {
        amount = 130 + 162.50 + 526 + ((units - 200) * 8.45);
        surcharge = 75;
    }
    
    let total = amount + surcharge;
    return [total];
}
```",136,"```javascript
['console.assert(cal_electbill(75) === 246.25)', 'console.assert(cal_electbill(265) === 1442.75)', 'console.assert(cal_electbill(100) === 327.5)']
```"
136, this function to find the ration of zeroes in an array of integers.,"```javascript
function zero_count(nums) {
    const n = nums.length;
    let n1 = 0;
    for (const x of nums) {
        if (x === 0) {
            n1 += 1;
        }
    }
    return Math.round((n1 / n) * 100) / 100;
}
```",137,"```javascript
['console.assert(zero_count([0, 1, 2, -1, -5, 6, 0, -3, -2, 3, 4, 6, 8]) === 0.15);', 'console.assert(zero_count([2, 1, 2, -1, -5, 6, 4, -3, -2, 3, 4, 6, 8]) === 0.00);', 'console.assert(zero_count([2, 4, -6, -9, 11, -12, 14, -5, 17]) === 0.00);']
```"
137, this   function to check whether the given number can be represented as sum of non-zero powers of 2 or not.,"```javascript
function is_Sum_Of_Powers_Of_Two(n) { 
    if (n % 2 === 1) { 
        return false; 
    } else { 
        return true; 
    } 
}
```",138,"```javascript
console.assert(is_Sum_Of_Powers_Of_Two(10) === true);
console.assert(is_Sum_Of_Powers_Of_Two(7) === false);
console.assert(is_Sum_Of_Powers_Of_Two(14) === true);
```"
138, this function to find the circumference of a circle.,"```javascript
function circleCircumference(r) {
    let perimeter = 2 * 3.1415 * r;
    return perimeter;
}
```",139,"```javascript
['console.assert(circle_circumference(10) === 62.830000000000005)', 'console.assert(circle_circumference(5) === 31.415000000000003)', 'console.assert(circle_circumference(4) === 25.132)']
```"
139, this function to extract elements that occur singly in the given tuple list.,"```javascript
function extractSingly(testList) {
    let res = [];
    let temp = new Set();
    for (let inner of testList) {
        for (let ele of inner) {
            if (!temp.has(ele)) {
                temp.add(ele);
                res.push(ele);
            }
        }
    }
    return res;
}
```",140,"```javascript
['console.assert(extractSingly([[3, 4, 5], [4, 5, 7], [1, 4]]) === [3, 4, 5, 7, 1])', 'console.assert(extractSingly([[1, 2, 3], [4, 2, 3], [7, 8]]) === [1, 2, 3, 4, 7, 8])', 'console.assert(extractSingly([[7, 8, 9], [10, 11, 12], [10, 11]]) === [7, 8, 9, 10, 11, 12])']
```"
140, this function to sort a list of elements using pancake sort.,"```javascript
function pancakeSort(nums) {
    let arrLen = nums.length;
    while (arrLen > 1) {
        const mi = nums.indexOf(Math.max(...nums.slice(0, arrLen)));
        nums = nums.slice(mi).reverse().concat(nums.slice(mi + 1));
        nums = nums.slice(0, arrLen).reverse().concat(nums.slice(arrLen));
        arrLen--;
    }
    return nums;
}
```",141,"```javascript
['console.assert(pancake_sort([15, 79, 25, 38, 69]).toString() === [15, 25, 38, 69, 79].toString())', 'console.assert(pancake_sort([98, 12, 54, 36, 85]).toString() === [12, 36, 54, 85, 98].toString())', 'console.assert(pancake_sort([41, 42, 32, 12, 23]).toString() === [12, 23, 32, 41, 42].toString())']
```"
141, this function to count the same pair in three given lists.,"```javascript
function countSamePair(list1, list2, list3) {
    let result = 0;
    for (let i = 0; i < list1.length; i++) {
        if (list1[i] === list2[i] && list2[i] === list3[i]) {
            result++;
        }
    }
    return result;
}
```",142,"```javascript
['console.assert(count_samepair([1,2,3,4,5,6,7,8],[2,2,3,1,2,6,7,9],[2,1,3,1,2,6,7,9])===3)', 
 'console.assert(count_samepair([1,2,3,4,5,6,7,8],[2,2,3,1,2,6,7,8],[2,1,3,1,2,6,7,8])===4)', 
 'console.assert(count_samepair([1,2,3,4,2,6,7,8],[2,2,3,1,2,6,7,8],[2,1,3,1,2,6,7,8])===5)']
```"
142, this function to find number of lists present in the given tuple.,"```javascript
function findLists(Input) {
    if (Array.isArray(Input)) {
        return 1;
    } else {
        return Input.length;
    }
}
```",143,"```javascript
['console.assert(find_lists([1, 2, 3, 4], [5, 6, 7, 8]) === 2)', 'console.assert(find_lists([1, 2], [3, 4], [5, 6]) === 3)', 'console.assert(find_lists([9, 8, 7, 6, 5, 4, 3, 2, 1]) === 1)']
```"
143, this   function to find the sum of absolute differences in all pairs of the given array.,"```javascript
function sum_Pairs(arr, n) { 
    let sum = 0; 
    for (let i = n - 1; i >= 0; i--) { 
        sum += i * arr[i] - (n - 1 - i) * arr[i]; 
    } 
    return sum; 
}
```",144,"```javascript
['console.assert(sum_Pairs([1,8,9,15,16],5) === 74)', 'console.assert(sum_Pairs([1,2,3,4],4) === 10)', 'console.assert(sum_Pairs([1,2,3,4,5,7,9,11,14],9) === 188)']
```"
144, this   function to find the maximum difference between any two elements in a given array.,"```javascript
function max_Abs_Diff(arr, n) { 
    let minEle = arr[0]; 
    let maxEle = arr[0]; 
    for (let i = 1; i < n; i++) { 
        minEle = Math.min(minEle, arr[i]); 
        maxEle = Math.max(maxEle, arr[i]); 
    } 
    return [maxEle - minEle]; 
}
```",145,"```javascript
['console.assert(max_Abs_Diff([2,1,5,3], 4) === 4)', 'console.assert(max_Abs_Diff([9,3,2,5,1], 5) === 8)', 'console.assert(max_Abs_Diff([3,2,1], 3) === 2)']
```"
145, this function to find the ascii value of total characters in a string.,"```javascript
function asciiValueString(str1) {
  for (let i = 0; i < str1.length; i++) {
    return str1.charCodeAt(i);
  }
}
```",146,"```javascript
['console.assert(ascii_value_string("" "") === 112)', 'console.assert(ascii_value_string(""Program"") === 80)', 'console.assert(ascii_value_string(""Language"") === 76)'];
```"
146, this function to find the maximum total path sum in the given triangle.,"```javascript
function maxPathSum(tri, m, n) {
    for (let i = m - 1; i >= 0; i--) {
        for (let j = 0; j <= i; j++) {
            if (tri[i + 1][j] > tri[i + 1][j + 1]) {
                tri[i][j] += tri[i + 1][j];
            } else {
                tri[i][j] += tri[i + 1][j + 1];
            }
        }
    }
    return [tri[0][0]];
}
```",147,"```javascript
['console.assert(max_path_sum([[1, 0, 0], [4, 8, 0], [1, 5, 3]], 2, 2) === 14)', 'console.assert(max_path_sum([[13, 0, 0], [7, 4, 0], [2, 4, 6]], 2, 2) === 24)', 'console.assert(max_path_sum([[2, 0, 0], [11, 18, 0], [21, 25, 33]], 2, 2) === 53)'];
```"
147, this function to divide a number into two parts such that the sum of digits is maximum.,"```javascript
function sumDigitsSingle(x) {
    let ans = 0;
    while (x) {
        ans += x % 10;
        x = Math.floor(x / 10);
    }
    return ans;
}

function closest(x) {
    let ans = 0;
    while (ans * 10 + 9 <= x) {
        ans = ans * 10 + 9;
    }
    return ans;
}

function sumDigitsTwoParts(N) {
    const A = closest(N);
    return sumDigitsSingle(A) + sumDigitsSingle(N - A);
}
```",148,"```javascript
['console.assert(sum_digits_twoparts(35) === 17)', 'console.assert(sum_digits_twoparts(7) === 7)', 'console.assert(sum_digits_twoparts(100) === 19)']
```"
148, this function to find the longest subsequence such that the difference between adjacents is one for the given array.,"```javascript
function longestSubseqWithDiffOne(arr, n) { 
    let dp = new Array(n).fill(1); 
    for (let i = 0; i < n; i++) { 
        for (let j = 0; j < i; j++) { 
            if ((arr[i] === arr[j] + 1) || (arr[i] === arr[j] - 1)) { 
                dp[i] = Math.max(dp[i], dp[j] + 1); 
            } 
        } 
    } 
    let result = 1; 
    for (let i = 0; i < n; i++) { 
        if (result < dp[i]) { 
            result = dp[i]; 
        } 
    } 
    return result; 
}
```",149,"```javascript
['console.assert(longest_subseq_with_diff_one([1, 2, 3, 4, 5, 3, 2], 7) === 6)', 'console.assert(longest_subseq_with_diff_one([10, 9, 4, 5, 4, 8, 6], 7) === 3)', 'console.assert(longest_subseq_with_diff_one([1, 2, 3, 2, 3, 7, 2, 1], 8) === 7)']
```"
149, this   function to find whether the given number is present in the infinite sequence or not.,"```javascript
function does_Contain_B(a, b, c) {
    if (a === b) {
        return true;
    }
    if ((b - a) * c > 0 && (b - a) % c === 0) {
        return true;
    }
    return false;
}
```",150,"```javascript
['console.assert(does_Contain_B(1,7,3) === true)', 'console.assert(does_Contain_B(1,-3,5) === false)', 'console.assert(does_Contain_B(3,2,5) === false)']
```"
150, this   function to check whether the given number is co-prime or not.,"```javascript
function gcd(p, q) {
    while (q !== 0) {
        [p, q] = [q, p % q];
    }
    return p;
}

function isCoprime(x, y) {
    return gcd(x, y) === 1;
}
```",151,"```javascript
['console.assert(is_coprime(17, 13) === true)', 'console.assert(is_coprime(15, 21) === false)', 'console.assert(is_coprime(25, 45) === false)']
```"
151, this function to sort the given array by using merge sort.,"```javascript
function merge(a, b) {
    let c = [];
    while (a.length !== 0 && b.length !== 0) {
        if (a[0] < b[0]) {
            c.push(a[0]);
            a.splice(0, 1);
        } else {
            c.push(b[0]);
            b.splice(0, 1);
        }
    }
    if (a.length === 0) {
        c = c.concat(b);
    } else {
        c = c.concat(a);
    }
    return c;
}

function mergeSort(x) {
    if (x.length === 0 || x.length === 1) {
        return x;
    } else {
        let middle = Math.floor(x.length / 2);
        let a = mergeSort(x.slice(0, middle));
        let b = mergeSort(x.slice(middle));
        return merge(a, b);
    }
}
```",152,"```javascript
['console.assert(JSON.stringify(merge_sort([3, 4, 2, 6, 5, 7, 1, 9])) === JSON.stringify([1, 2, 3, 4, 5, 6, 7, 9])', 'console.assert(JSON.stringify(merge_sort([7, 25, 45, 78, 11, 33, 19])) === JSON.stringify([7, 11, 19, 25, 33, 45, 78])', 'console.assert(JSON.stringify(merge_sort([3, 1, 4, 9, 8])) === JSON.stringify([1, 3, 4, 8, 9])']
```"
152, this function to find the vertex of a parabola.,"```javascript
function parabolaVertex(a, b, c) {
  const vertex = ((-b / (2 * a)), (((4 * a * c) - (b * b)) / (4 * a)));
  return vertex;
}
```",153,"```javascript
['console.assert(parabola_vertex(5, 3, 2)[0] === -0.3 && parabola_vertex(5, 3, 2)[1] === 1.55)', 
 'console.assert(parabola_vertex(9, 8, 4)[0] === -0.4444444444444444 && parabola_vertex(9, 8, 4)[1] === 2.2222222222222223)', 
 'console.assert(parabola_vertex(2, 4, 6)[0] === -1.0 && parabola_vertex(2, 4, 6)[1] === 4.0)'];
```"
153, this function to extract every specified element from a given two dimensional list.,"```javascript
function specifiedElement(nums, N) {
    let result = nums.map(i => i[N]);
    return result;
}
```",154,"```javascript
['console.assert(JSON.stringify(specified_element([[1, 2, 3, 2], [4, 5, 6, 2], [7, 1, 9, 5]], 0)) === JSON.stringify([1, 4, 7])', 'console.assert(JSON.stringify(specified_element([[1, 2, 3, 2], [4, 5, 6, 2], [7, 1, 9, 5]], 2)) === JSON.stringify([3, 6, 9])', 'console.assert(JSON.stringify(specified_element([[1, 2, 3, 2], [4, 5, 6, 2], [7, 1, 9, 5]], 3)) === JSON.stringify([2, 2, 5])'];
```"
154, this   function to toggle all even bits of a given number.,"```javascript
function evenBitToggleNumber(n) {
    let res = 0, count = 0, temp = n;
    while (temp > 0) {
        if (count % 2 === 1) {
            res |= (1 << count);
        }
        count++;
        temp >>= 1;
    }
    return n ^ res;
}
```",155,"```javascript
['console.assert(even_bit_toggle_number(10) === 0)', 'console.assert(even_bit_toggle_number(20) === 30)', 'console.assert(even_bit_toggle_number(30) === 20)']
```"
155, this function to convert a tuple of string values to a tuple of integer values.,"```javascript
function tupleIntStr(tupleStr) {
    const result = tupleStr.map(x => [parseInt(x[0]), parseInt(x[1])]);
    return [result];
}
```",156,"```javascript
console.assert(tuple_int_str([['333', '33'], ['1416', '55']]).toString() === [[333, 33], [1416, 55]].toString());
console.assert(tuple_int_str([['999', '99'], ['1000', '500']]).toString() === [[999, 99], [1000, 500]].toString());
console.assert(tuple_int_str([['666', '66'], ['1500', '555']]).toString() === [[666, 66], [1500, 555]].toString());
```"
156, this function to reflect the run-length encoding from a list.,"```javascript
function encodeList(list1) {
    const grouped = [];
    let count = 1;
    for (let i = 1; i <= list1.length; i++) {
        if (list1[i] === list1[i - 1]) {
            count++;
        } else {
            if (count > 0) {
                grouped.push([count, list1[i - 1]]);
            }
            count = 1;
        }
    }
    return grouped;
}
```",157,"```javascript
['assert encode_list([1, 1, 2, 3, 4, 4.3, 5, 1]) == [[2, 1], [1, 2], [1, 3], [1, 4], [1, 4.3], [1, 5], [1, 1]]', ""assert encode_list('automatically') == [[1, 'a'], [1, 'u'], [1, 't'], [1, 'o'], [1, 'm'], [1, 'a'], [1, 't'], [1, 'i'], [1, 'c'], [1, 'a'], [2, 'l'], [1, 'y']"", ""assert encode_list(' ') == [[1, 'p'], [1, 'y'], [1, 't'], [1, 'h'], [1, 'o'], [1, 'n']]""];
```"
157, this   function to find k number of operations required to make all elements equal.,"```javascript
function min_Ops(arr, n, k) { 
    const max1 = Math.max(...arr); 
    let res = 0; 
    for (let i = 0; i < n; i++) {  
        if ((max1 - arr[i]) % k !== 0) { 
            return -1; 
        } else { 
            res += (max1 - arr[i]) / k; 
        } 
    } 
    return Math.floor(res); 
}
```",158,"```javascript
['console.assert(min_Ops([2,2,2,2],4,3) === 0)', 'console.assert(min_Ops([4,2,6,8],4,3) === -1)', 'console.assert(min_Ops([21,33,9,45,63],5,6) === 24)']
```"
158, this function to print the season for the given month and day.,"```javascript
function monthSeason(month, days) {
    let season;
    if (month === 'January' || month === 'February' || month === 'March') {
        season = 'winter';
    } else if (month === 'April' || month === 'May' || month === 'June') {
        season = 'spring';
    } else if (month === 'July' || month === 'August' || month === 'September') {
        season = 'summer';
    } else {
        season = 'autumn';
    }

    if (month === 'March' && days > 19) {
        season = 'spring';
    } else if (month === 'June' && days > 20) {
        season = 'summer';
    } else if (month === 'September' && days > 21) {
        season = 'autumn';
    } else if (month === 'October' && days > 21) {
        season = 'autumn';
    } else if (month === 'November' && days > 21) {
        season = 'autumn';
    } else if (month === 'December' && days > 20) {
        season = 'winter';
    }

    return season;
}
```",159,"```javascript
[""console.assert(month_season('January', 4) === 'winter')"", ""console.assert(month_season('October', 28) === 'autumn')"", ""console.assert(month_season('June', 6) === 'spring')""]
```"
159, this function to find x and y that satisfies ax + by = n.,"```javascript
function solution(a, b, n) {
    let i = 0;
    while (i * a <= n) {
        if ((n - (i * a)) % b === 0) {
            return [""x = "", i, "", y = "", Math.floor((n - (i * a)) / b)];
        }
        i++;
    }
    return [""No solution""];
}
```",160,"```javascript
console.assert(solution(2, 3, 7) === 'x = 2, y = 1');
console.assert(solution(4, 2, 7) === 'No solution');
console.assert(solution(1, 13, 17) === 'x = 4, y = 1');
```"
160, this function to remove all elements from a given list present in another list.,"```javascript
function removeElements(list1, list2) {
    let result = list1.filter(x => !list2.includes(x));
    return result;
}
```",161,"```javascript
['console.assert(JSON.stringify(removeElements([1,2,3,4,5,6,7,8,9,10],[2,4,6,8])) === JSON.stringify([1, 3, 5, 7, 9, 10])', 'console.assert(JSON.stringify(removeElements([1, 2, 3, 4, 5, 6, 7, 8, 9, 10],[1, 3, 5, 7])) === JSON.stringify([2, 4, 6, 8, 9, 10])', 'console.assert(JSON.stringify(removeElements([1, 2, 3, 4, 5, 6, 7, 8, 9, 10],[5,7])) === JSON.stringify([1, 2, 3, 4, 6, 8, 9, 10])'];
```"
161, this function to calculate the sum of the positive integers of n+(n-2)+(n-4)... (until n-x =< 0).,"```javascript
function sumSeries(n) {
  if (n < 1) {
    return 0;
  } else {
    return n + sumSeries(n - 2);
  }
}
```",162,"```javascript
['console.assert(sum_series(6) === 12)', 'console.assert(sum_series(10) === 30)', 'console.assert(sum_series(9) === 25)']
```"
162, this function to calculate the area of a regular polygon.,"```javascript
function areaPolygon(s, l) {
  const area = s * (l ** 2) / (4 * Math.tan(Math.PI / s));
  return area;
}
```",163,"```javascript
['console.assert(area_polygon(4,20) === 400.00000000000006)', 'console.assert(area_polygon(10,15) === 1731.1969896610804)', 'console.assert(area_polygon(9,7) === 302.90938549487214'];
```"
163, this   function to check whether the sum of divisors are same or not.,"```javascript
function divSum(n) { 
    let sum = 1; 
    let i = 2; 
    while (i * i <= n) { 
        if (n % i === 0) { 
            sum += i + Math.floor(n / i); 
        } 
        i++; 
    } 
    return sum; 
}

function areEquivalent(num1, num2) { 
    return divSum(num1) === divSum(num2); 
}
```",164,"```javascript
['console.assert(areEquivalent(36, 57) === false)', 'console.assert(areEquivalent(2, 4) === false)', 'console.assert(areEquivalent(23, 47) === true)']
```"
164, this   function to count characters at same position in a given string (lower and uppercase characters) as in english alphabet.,"```javascript
function countCharPosition(str1) {
    let countChars = 0;
    for (let i = 0; i < str1.length; i++) {
        if ((i === str1.charCodeAt(i) - 'A'.charCodeAt(0)) || 
            (i === str1.charCodeAt(i) - 'a'.charCodeAt(0))) {
            countChars += 1;
        }
    }
    return countChars;
}
```",165,"```javascript
['console.assert(count_char_position(""xbcefg"") === 2)', 'console.assert(count_char_position(""ABcED"") === 3)', 'console.assert(count_char_position(""AbgdeF"") === 5)'];
```"
165, this   function to count the pairs with xor as an even number.,"```javascript
function findEvenPair(A, N) {
    let evenPair = 0;
    for (let i = 0; i < N; i++) {
        for (let j = i + 1; j < N; j++) {
            if ((A[i] ^ A[j]) % 2 === 0) {
                evenPair++;
            }
        }
    }
    return evenPair;
}
```",166,"```javascript
['console.assert(find_even_Pair([5,4,7,2,1],5) === 4)', 'console.assert(find_even_Pair([7,2,8,1,0,5,11],7) === 9)', 'console.assert(find_even_Pair([1,2,3],3) === 1)']
```"
166, this   function to find smallest power of 2 greater than or equal to n.,"```javascript
function nextPowerOf2(n) { 
    let count = 0; 
    if (n && !(n & (n - 1))) { 
        return n;   
    } 
    while (n !== 0) { 
        n >>= 1; 
        count++; 
    } 
    return 1 << count; 
}
```",167,"```javascript
['console.assert(next_Power_Of_2(0) === 1)', 'console.assert(next_Power_Of_2(5) === 8)', 'console.assert(next_Power_Of_2(17) === 32)']
```"
167, this   function to find the frequency of a number in a given array.,"```javascript
function frequency(a, x) { 
    let count = 0;  
    for (let i of a) { 
        if (i === x) count++; 
    } 
    return [count]; 
}
```",168,"```javascript
['console.assert(frequency([1,2,3],4) === 0)', 'console.assert(frequency([1,2,2,3,3,3,4],3) === 3)', 'console.assert(frequency([0,1,2,3,1,2],1) === 2)']
```"
168, this function to calculate the nth pell number.,"```javascript
function getPell(n) {
    if (n <= 2) {
        return n;
    }
    let a = 1;
    let b = 2;
    for (let i = 3; i <= n; i++) {
        let c = 2 * b + a;
        a = b;
        b = c;
    }
    return b;
}
```",169,"```javascript
['console.assert(get_pell(4) === 12)', 'console.assert(get_pell(7) === 169)', 'console.assert(get_pell(8) === 408)']
```"
169, this function to find sum of the numbers in a list between the indices of a specified range.,"```javascript
function sumRangeList(list1, m, n) {
    let sumRange = 0;
    for (let i = m; i <= n; i++) {
        sumRange += list1[i];
    }
    return sumRange;
}
```",170,"```javascript
['console.assert(sum_range_list([2,1,5,6,8,3,4,9,10,11,8,12], 8, 10) === 29)', 'console.assert(sum_range_list([2,1,5,6,8,3,4,9,10,11,8,12], 5, 7) === 16)', 'console.assert(sum_range_list([2,1,5,6,8,3,4,9,10,11,8,12], 7, 10) === 38)']
```"
170, this function to find the perimeter of a pentagon.,"```javascript
function perimeterPentagon(a) {
  let perimeter = (5 * a);
  return perimeter;
}
```",171,"```javascript
['console.assert(perimeter_pentagon(5) === 25)', 'console.assert(perimeter_pentagon(10) === 50)', 'console.assert(perimeter_pentagon(15) === 75)']
```"
171, this function to find the occurence of characters 'std' in the given string 1. list item 1. list item 1. list item 2. list item 2. list item 2. list item,"```javascript
function countOccurrence(s) {
  let count = 0;
  for (let i = 0; i < s.length - 2; i++) {
    if (s[i] === 's' && s[i + 1] === 't' && s[i + 2] === 'd') {
      count++;
    }
  }
  return count;
}
```",172,"```javascript
['console.assert(count_occurance(""letstdlenstdporstd"") === 3)', 'console.assert(count_occurance(""truststdsolensporsd"") === 1)', 'console.assert(count_occurance(""makestdsostdworthit"") === 2)']
```"
172, this function to remove everything except alphanumeric characters from a string.,"```javascript
function removeSplChar(text) { 
    const pattern = /[\W_]+/g;
    return text.replace(pattern, '');
}
```",173,"```javascript
[""console.assert(remove_splchar('   @#&^%$*program123') === (' program123'))"", ""console.assert(remove_splchar('  %^$@!^&*()  programming24%$^^()    language') === (' programming24language'))"", ""console.assert(remove_splchar('    ^%&^()(+_)(_^&67)                  program') === (' 67program')""]
```"
173, this function to group a sequence of key-value pairs into a dictionary of lists.,"```javascript
function groupKeyValue(l) {
    const result = {};
    for (const [k, v] of l) {
        result.setdefault(k, []).push(v);
    }
    return result;
}
```",174,"```javascript
console.assert(JSON.stringify(group_keyvalue([['yellow', 1], ['blue', 2], ['yellow', 3], ['blue', 4], ['red', 1]])) === JSON.stringify({'yellow': [1, 3], 'blue': [2, 4], 'red': [1]}));
console.assert(JSON.stringify(group_keyvalue([[' ', 1], [' ', 2], [' ', 3], [' ', 4], [' ', 5]])) === JSON.stringify({' ': [1, 2, 3, 4, 5]}));
console.assert(JSON.stringify(group_keyvalue([['yellow', 100], ['blue', 200], ['yellow', 300], ['blue', 400], ['red', 100]])) === JSON.stringify({'yellow': [100, 300], 'blue': [200, 400], 'red': [100]}));
```"
174, this function to verify validity of a string of parentheses.,"```javascript
function is_valid_parenthese(str1) {
    let stack = [];
    let pchar = { ""("": "")"", ""{"": ""}"", ""["": ""]"" };
    for (let parenthese of str1) {
        if (pchar.hasOwnProperty(parenthese)) {
            stack.push(parenthese);
        } else if (stack.length === 0 || pchar[stack.pop()] !== parenthese) {
            return false;
        }
    }
    return stack.length === 0;
}
```",175,"```javascript
console.assert(is_valid_parenthese(""(){}[]"") === true);
console.assert(is_valid_parenthese(""()[{)}"") === false);
console.assert(is_valid_parenthese(""()"") === true);
```"
175, this function to find the perimeter of a triangle.,"```javascript
function perimeterTriangle(a, b, c) {
  const perimeter = a + b + c;
  return perimeter;
}
```",176,"```javascript
['console.assert(perimeter_triangle(10, 20, 30) === 60)', 'console.assert(perimeter_triangle(3, 4, 5) === 12)', 'console.assert(perimeter_triangle(25, 35, 45) === 105)']
```"
176, this   function to find two distinct numbers such that their lcm lies within the given range.,"```javascript
function answer(L, R) { 
    if (2 * L <= R) { 
        return [L, 2 * L]; 
    } else { 
        return [-1]; 
    } 
}
```",177,"```javascript
['console.assert(answer(3,8) === (3,6))', 'console.assert(answer(2,6) === (2,4))', 'console.assert(answer(1,3) === (1,2))']
```"
177, this function to search some literals strings in a string.,"```javascript
function stringLiterals(patterns, text) {
  for (let pattern of patterns) {
    if (new RegExp(pattern).test(text)) {
      return 'Matched!';
    } else {
      return 'Not Matched!';
    }
  }
}
```",178,"```javascript
[""console.assert(string_literals(['language'],'  language') === 'Matched!')"", ""console.assert(string_literals(['program'],'  language') === 'Not Matched!')"", ""console.assert(string_literals([' '],'programming language') === 'Not Matched!')""]
```"
178, this function to find if the given number is a keith number or not.,"```javascript
function isNumKeith(x) {
    let terms = [];
    let temp = x;
    let n = 0;

    while (temp > 0) {
        terms.push(temp % 10);
        temp = Math.floor(temp / 10);
        n++;
    }
    
    terms.reverse();
    let nextTerm = 0;
    let i = n;

    while (nextTerm < x) {
        nextTerm = 0;
        for (let j = 1; j <= n; j++) {
            nextTerm += terms[i - j];
        }
        terms.push(nextTerm);
        i++;
    }
    
    return nextTerm === x;
}
```",179,"```javascript
console.assert(is_num_keith(14) === true);
console.assert(is_num_keith(12) === false);
console.assert(is_num_keith(197) === true);
```"
