,text,code,task_id,test_list
333,Write a python function to check whether the triangle is valid or not if sides are given.,"```java
public boolean checkValidity(int a, int b, int c) {  
    if ((a + b <= c) || (a + c <= b) || (b + c <= a)) { 
        return false; 
    } else { 
        return true; 
    }
}
```",334,"```java
assert !check_Validity(1, 2, 3);
assert !check_Validity(2, 3, 5);
assert check_Validity(7, 10, 5);
```"
334,Write a function to find the sum of arithmetic progression.,"```java
public class AP {
    public static double[] apSum(double a, int n, double d) {
        double total = (n * (2 * a + (n - 1) * d)) / 2;
        return new double[]{total};
    }
}
```",335,"```java
assert apSum(1, 5, 2) == 25;
assert apSum(2, 6, 4) == 72;
assert apSum(1, 4, 5) == 34;
```"
335,Write a function to check whether the given month name contains 28 days or not.,"```java
public boolean checkMonthNum(String monthName1) {
    if (monthName1.equals(""February"")) {
        return true;
    } else {
        return false;
    }
}
```",336,"```java
assert checkMonthNum(""February"") == true;
assert checkMonthNum(""January"") == false;
assert checkMonthNum(""March"") == false;
```"
336,"Write a function that matches a word at the end of a string, with optional punctuation.","```java
import java.util.regex.Pattern;
import java.util.regex.Matcher;

public class TextMatcher {
    public static String textMatchWord(String text) {
        String patterns = ""\\w+\\S*$"";
        Pattern pattern = Pattern.compile(patterns);
        Matcher matcher = pattern.matcher(text);
        if (matcher.find()) {
            return ""Found a match!"";
        } else {
            return ""Not matched!"";
        }
    }
}
```",337,"```java
assert text_match_word(""python."").equals(""Found a match!"");
assert text_match_word(""python."").equals(""Found a match!"");
assert text_match_word(""  lang  ."").equals(""Not matched!"");
```"
337,Write a python function to count the number of substrings with same first and last characters.,"```java
public class Main {
    public static boolean checkEquality(String s) {
        return (s.charAt(0) == s.charAt(s.length() - 1));
    }

    public static int countSubstringWithEqualEnds(String s) {
        int result = 0;
        int n = s.length();
        for (int i = 0; i < n; i++) {
            for (int j = 1; j <= n - i; j++) {
                if (checkEquality(s.substring(i, i + j))) {
                    result++;
                }
            }
        }
        return result;
    }
}
```",338,"```java
assert countSubstringWithEqualEnds(""aba"") == 4;
assert countSubstringWithEqualEnds(""abcab"") == 7;
assert countSubstringWithEqualEnds(""abc"") == 3;
```"
338,Write a python function to find the maximum occuring divisor in an interval.,"```java
public class Main {
    public static int findDivisor(int x, int y) {
        if (x == y) {
            return y;
        }
        return 2;
    }
}
```",339,"```java
assert find_Divisor(2, 2) == 2;
assert find_Divisor(2, 5) == 2;
assert find_Divisor(5, 10) == 2;
```"
339,Write a python function to find the sum of the three lowest positive numbers from a given list of numbers.,"```java
import java.util.Arrays;

public class Main {
    public static int sumThreeSmallestNums(int[] lst) {
        int[] positiveNums = Arrays.stream(lst).filter(x -> x > 0).sorted().toArray();
        return Arrays.stream(positiveNums).limit(3).sum();
    }
}
```",340,"```java
assert sumThreeSmallestNums(new int[]{10, 20, 30, 40, 50, 60, 7}) == 37;
assert sumThreeSmallestNums(new int[]{1, 2, 3, 4, 5}) == 6;
assert sumThreeSmallestNums(new int[]{0, 1, 2, 3, 4, 5}) == 6;
```"
340,Write a function to convert the given set into ordered tuples.,"```java
import java.util.Arrays;
import java.util.Set;

public class Main {
    public static Tuple<Set<Integer>> setToTuple(Set<Integer> s) {
        Integer[] array = s.toArray(new Integer[0]);
        Arrays.sort(array);
        return new Tuple<>(Arrays.asList(array));
    }
}
```",341,"```java
assert setToTuple(new HashSet<>(Arrays.asList(1, 2, 3, 4, 5))).equals(Arrays.asList(1, 2, 3, 4, 5));
assert setToTuple(new HashSet<>(Arrays.asList(6, 7, 8, 9, 10, 11))).equals(Arrays.asList(6, 7, 8, 9, 10, 11));
assert setToTuple(new HashSet<>(Arrays.asList(12, 13, 14, 15, 16))).equals(Arrays.asList(12, 13, 14, 15, 16));
```"
341,Write a function to find the smallest range that includes at-least one element from each of the given arrays.,"```java
import java.util.PriorityQueue;

class Node implements Comparable<Node> {
    int value;
    int listNum;
    int index;

    public Node(int value, int listNum, int index) {
        this.value = value;
        this.listNum = listNum;
        this.index = index;
    }

    @Override
    public int compareTo(Node other) {
        return Integer.compare(this.value, other.value);
    }
}

public class MinimumRangeFinder {
    public int[] findMinimumRange(int[][] lists) {
        int high = Integer.MIN_VALUE;
        int[] p = new int[] {0, Integer.MAX_VALUE};
        PriorityQueue<Node> pq = new PriorityQueue<>();

        for (int i = 0; i < lists.length; i++) {
            pq.offer(new Node(lists[i][0], i, 0));
            high = Math.max(high, lists[i][0]);
        }

        while (true) {
            Node top = pq.poll();
            int low = top.value;
            int i = top.listNum;
            int j = top.index;

            if (high - low < p[1] - p[0]) {
                p[0] = low;
                p[1] = high;
            }

            if (j == lists[i].length - 1) {
                return p;
            }

            pq.offer(new Node(lists[i][j + 1], i, j + 1));
            high = Math.max(high, lists[i][j + 1]);
        }
    }
}
```",342,"```java
assert findMinimumRange(new int[][]{{3, 6, 8, 10, 15}, {1, 5, 12}, {4, 8, 15, 16}, {2, 6}}).equals(new int[]{4, 6});
assert findMinimumRange(new int[][]{{2, 3, 4, 8, 10, 15}, {1, 5, 12}, {7, 8, 15, 16}, {3, 6}}).equals(new int[]{4, 7});
assert findMinimumRange(new int[][]{{4, 7, 9, 11, 16}, {2, 6, 13}, {5, 9, 16, 17}, {3, 7}}).equals(new int[]{5, 7});
```"
342,Write a function to calculate the number of digits and letters in a string.,"```java
public class Main {
    public static Pair<Integer, Integer> digLet(String s) {
        int d = 0, l = 0;
        for (char c : s.toCharArray()) {
            if (Character.isDigit(c)) {
                d += 1;
            } else if (Character.isLetter(c)) {
                l += 1;
            }
        }
        return new Pair<>(l, d);
    }
}
```",343,"```java
assert digLet(""python"").equals(new Pair<>(6, 0));
assert digLet(""program"").equals(new Pair<>(7, 0));
assert digLet(""python3.0"").equals(new Pair<>(6, 2));
```"
343,Write a python function to find number of elements with odd factors in a given range.,"```java
public class Main {
    public static int countOddSquares(int n, int m) {
        return (int) Math.sqrt(m) - (int) Math.sqrt(n - 1);
    }
}
```",344,"```java
assert countOddSquares(5, 100) == 8;
assert countOddSquares(8, 65) == 6;
assert countOddSquares(2, 5) == 1;
```"
344,Write a function to find the difference between two consecutive numbers in a given list.,"```java
import java.util.ArrayList;
import java.util.List;

public class Main {
    public static List<Integer> diffConsecutiveNums(int[] nums) {
        List<Integer> result = new ArrayList<>();
        for (int i = 0; i < nums.length - 1; i++) {
            result.add(nums[i + 1] - nums[i]);
        }
        return result;
    }
}
```",345,"```java
assert diffConsecutiveNums(new int[]{1, 1, 3, 4, 4, 5, 6, 7}) == new int[]{0, 2, 1, 0, 1, 1, 1};
assert diffConsecutiveNums(new int[]{4, 5, 8, 9, 6, 10}) == new int[]{1, 3, 1, -3, 4};
assert diffConsecutiveNums(new int[]{0, 1, 2, 3, 4, 4, 4, 4, 5, 7}) == new int[]{1, 1, 1, 1, 0, 0, 0, 1, 2};
```"
345,"Write a function to find entringer number e(n, k).","```java
public class Zigzag {
    public static int zigzag(int n, int k) {
        if (n == 0 && k == 0) {
            return 1;
        }
        if (k == 0) {
            return 0;
        }
        return zigzag(n, k - 1) + zigzag(n - 1, n - k);
    }
}
```",346,"```java
assert zigzag(4, 3) == 5;
assert zigzag(4, 2) == 4;
assert zigzag(3, 1) == 1;
```"
346,Write a python function to count the number of squares in a rectangle.,"```java
public class Main {
    public static int countSquares(int m, int n) {
        if (n < m) {
            int temp = m;
            m = n;
            n = temp;
        }
        return n * (n + 1) * (3 * m - n + 1) / 6;
    }
}
```",347,"```java
assert count_Squares(4, 3) == 20;
assert count_Squares(1, 2) == 2;
assert count_Squares(2, 2) == 5;
```"
347,Write a function to count sequences of given length having non-negative prefix sums that can be generated by given values.,"```java
public class BinomialCoefficient {
    public static long bin_coff(int n, int r) {
        long val = 1;
        if (r > (n - r)) {
            r = (n - r);
        }
        for (int i = 0; i < r; i++) {
            val *= (n - i);
            val /= (i + 1);
        }
        return val;
    }

    public static long find_ways(int M) {
        int n = M / 2;
        long a = bin_coff(2 * n, n);
        long b = a / (n + 1);
        return b;
    }
}
```",348,"```java
assert findWays(4) == 2;
assert findWays(6) == 5;
assert findWays(8) == 14;
```"
348,Write a python function to check whether the given string is a binary string or not.,"```java
import java.util.HashSet;

public class Main {
    public static String check(String string) {
        HashSet<Character> p = new HashSet<>();
        for (char c : string.toCharArray()) {
            p.add(c);
        }
        
        HashSet<Character> s = new HashSet<>();
        s.add('0');
        s.add('1');
        
        if (s.equals(p) || p.equals(new HashSet<Character>() {{ add('0'); }}) || p.equals(new HashSet<Character>() {{ add('1'); }})) {
            return ""Yes"";
        } else {
            return ""No"";
        }
    }
}
```",349,"```java
assert check(""01010101010"").equals(""Yes"");
assert check(""name0"").equals(""No"");
assert check(""101"").equals(""Yes"");
```"
349,Write a python function to minimize the length of the string by removing occurrence of only one character.,"```java
public class Main {
    public static int minimumLength(String s) {
        int maxOcc = 0;
        int n = s.length();
        int[] arr = new int[26];
        
        for (int i = 0; i < n; i++) {
            arr[s.charAt(i) - 'a']++;
        }
        
        for (int i = 0; i < 26; i++) {
            if (arr[i] > maxOcc) {
                maxOcc = arr[i];
            }
        }
        
        return n - maxOcc;
    }
}
```",350,"```java
assert minimum_Length(""mnm"") == 1;
assert minimum_Length(""abcda"") == 3;
assert minimum_Length(""abcb"") == 2;
```"
350,Write a python function to find the first element occurring k times in a given array.,"```java
import java.util.HashMap;

public class Main {
    public static int firstElement(int[] arr, int n, int k) {
        HashMap<Integer, Integer> countMap = new HashMap<>();
        for (int i = 0; i < n; i++) {
            countMap.put(arr[i], countMap.getOrDefault(arr[i], 0) + 1);
        }
        for (int i = 0; i < n; i++) {
            if (countMap.get(arr[i]) == k) {
                return arr[i];
            }
        }
        return -1;
    }
}
```",351,"```java
assert first_Element(new int[]{0,1,2,3,4,5}, 6, 1) == 0;
assert first_Element(new int[]{1,2,1,3,4}, 5, 2) == 1;
assert first_Element(new int[]{2,3,4,3,5,7,1,2,3,5}, 10, 2) == 2;
```"
351,Write a python function to check whether all the characters in a given string are unique.,"```java
public class UniqueCharacters {
    public static boolean uniqueCharacters(String str) {
        for (int i = 0; i < str.length(); i++) {
            for (int j = i + 1; j < str.length(); j++) {
                if (str.charAt(i) == str.charAt(j)) {
                    return false;
                }
            }
        }
        return true;
    }
}
```",352,"```java
assert uniqueCharacters(""aba"") == false;
assert uniqueCharacters(""abc"") == true;
assert uniqueCharacters(""abab"") == false;
```"
352,Write a function to remove a specified column from a given nested list.,"```java
import java.util.List;

public class Main {
    public static List<List<Object>> removeColumn(List<List<Object>> list1, int n) {
        for (List<Object> i : list1) {
            i.remove(n);
        }
        return list1;
    }
}
```",353,"```java
assert Arrays.deepEquals(removeColumn(new int[][]{{1, 2, 3}, {2, 4, 5}, {1, 1, 1}}, 0), new int[][]{{2, 3}, {4, 5}, {1, 1}});
assert Arrays.deepEquals(removeColumn(new int[][]{{1, 2, 3}, {-2, 4, -5}, {1, -1, 1}}, 2), new int[][]{{1, 2}, {-2, 4}, {1, -1}});
assert Arrays.deepEquals(removeColumn(new int[][]{{1, 3}, {5, 7}, {1, 3}, {13, 15, 17}, {5, 7}, {9, 11}}, 0), new int[][]{{3}, {7}, {3}, {15, 17}, {7}, {11}});
```"
353,Write a function to find t-nth term of arithemetic progression.,"```java
public class Main {
    public static int tn_ap(int a, int n, int d) {
        int tn = a + (n - 1) * d;
        return tn;
    }
}
```",354,"```java
assert tn_ap(1, 5, 2) == 9;
assert tn_ap(2, 6, 4) == 22;
assert tn_ap(1, 4, 5) == 16;
```"
354,Write a python function to count the number of rectangles in a circle of radius r.,"```java
public class Main {
    public static int countRectangles(int radius) {
        int rectangles = 0;
        int diameter = 2 * radius;
        int diameterSquare = diameter * diameter;
        for (int a = 1; a < 2 * radius; a++) {
            for (int b = 1; b < 2 * radius; b++) {
                int diagnalLengthSquare = (a * a +  b * b);
                if (diagnalLengthSquare <= diameterSquare) {
                    rectangles++;
                }
            }
        }
        return rectangles;
    }
}
```",355,"```java
assert count_Rectangles(2) == 8;
assert count_Rectangles(1) == 1;
assert count_Rectangles(0) == 0;
```"
355,Write a function to find the third angle of a triangle using two angles.,"```java
public class AngleFinder {
    public static int findAngle(int a, int b) {
        int c = 180 - (a + b);
        return c;
    }
}
```",356,"```java
assert findAngle(47, 89) == 44;
assert findAngle(45, 95) == 40;
assert findAngle(50, 40) == 90;
```"
356,Write a function to find the maximum element of all the given tuple records.,"```java
import java.util.List;

public class MaxFinder {
    public static int findMax(List<List<String>> testList) {
        int res = Integer.MIN_VALUE;
        for (List<String> innerList : testList) {
            for (String j : innerList) {
                res = Math.max(res, Integer.parseInt(j));
            }
        }
        return res;
    }
}
```",357,"```java
assert findMax(new int[][]{{2, 4}, {6, 7}, {5, 1}, {6, 10}, {8, 7}}) == 10;
assert findMax(new int[][]{{3, 5}, {7, 8}, {6, 2}, {7, 11}, {9, 8}}) == 11;
assert findMax(new int[][]{{4, 6}, {8, 9}, {7, 3}, {8, 12}, {10, 9}}) == 12;
```"
357,Write a function to find modulo division of two lists using map and lambda function.,"```java
import java.util.List;
import java.util.ArrayList;

public class Main {
    public static List<Integer> moddivList(List<Integer> nums1, List<Integer> nums2) {
        List<Integer> result = new ArrayList<>();
        for (int i = 0; i < nums1.size(); i++) {
            result.add(nums1.get(i) % nums2.get(i));
        }
        return result;
    }
}
```",358,"```java
assert moddivList(new int[]{4, 5, 6}, new int[]{1, 2, 3}) == new int[]{0, 1, 0};
assert moddivList(new int[]{3, 2}, new int[]{1, 4}) == new int[]{0, 2};
assert moddivList(new int[]{90, 120}, new int[]{50, 70}) == new int[]{40, 50};
```"
358,Write a python function to check whether one root of the quadratic equation is twice of the other or not.,"```java
public class SolutionChecker {
    public static String Check_Solution(int a, int b, int c) {
        if (2 * b * b == 9 * a * c) {
            return ""Yes"";
        } else {
            return ""No"";
        }
    }
}
```",359,"```java
assert Check_Solution(1, 3, 2).equals(""Yes"");
assert Check_Solution(1, 2, 3).equals(""No"");
assert Check_Solution(1, -5, 6).equals(""No"");
```"
359,Write a function to find the n’th carol number.,"```java
public class Main {
    public static int getCarol(int n) {
        int result = (int) Math.pow(2, n) - 1;
        return result * result - 2;
    }
}
```",360,"```java
assert getCarol(2) == 7;
assert getCarol(4) == 223;
assert getCarol(5) == 959;
```"
360,Write a function to remove empty lists from a given list of lists.,"```java
import java.util.ArrayList;
import java.util.List;

public class Main {
    public static List<Object> removeEmpty(List<Object> list1) {
        List<Object> removeEmpty = new ArrayList<>();
        for (Object x : list1) {
            if (x != null) {
                removeEmpty.add(x);
            }
        }
        return removeEmpty;
    }
}
```",361,"```java
assert Arrays.equals(removeEmpty(new Object[][]{{}, {}, {}, ""Red"", ""Green"", new int[]{1, 2}, ""Blue"", {}, {}}), new Object[]{""Red"", ""Green"", new int[]{1, 2}, ""Blue""});
assert Arrays.equals(removeEmpty(new Object[][]{{}, {}, {}, {}, {}, ""Green"", new int[]{1, 2}, ""Blue"", {}, {}}), new Object[]{""Green"", new int[]{1, 2}, ""Blue""});
assert Arrays.equals(removeEmpty(new Object[][]{{}, {}, {}, ""Python"", {}, {}, ""programming"", ""language"", {}, {}, {}, {}, {}}), new Object[]{""Python"", ""programming"", ""language""});
```"
361,Write a python function to find the item with maximum occurrences in a given list.,"```java
import java.util.HashMap;

public class Main {
    public static Object[] maxOccurrences(int[] nums) {
        int maxVal = 0;
        int result = nums[0];
        HashMap<Integer, Integer> countMap = new HashMap<>();

        for (int num : nums) {
            countMap.put(num, countMap.getOrDefault(num, 0) + 1);
        }

        for (int num : countMap.keySet()) {
            int occu = countMap.get(num);
            if (occu > maxVal) {
                maxVal = occu;
                result = num;
            }
        }

        return new Object[]{result};
    }
}
```",362,"```java
assert maxOccurrences(new int[]{1, 2, 3, 1, 2, 3, 12, 4, 2}) == 2;
assert maxOccurrences(new int[]{1, 2, 6, 7, 0, 1, 0, 1, 0}) == 1 && maxOccurrences(new int[]{1, 2, 6, 7, 0, 1, 0, 1, 0}) == 0;
assert maxOccurrences(new int[]{1, 2, 3, 1, 2, 4, 1}) == 1;
```"
362,Write a function to add the k elements to each element in the tuple.,"```java
import java.util.ArrayList;
import java.util.List;

public class Main {
    public static List<List<Integer>> addKElement(List<List<Integer>> testList, int K) {
        List<List<Integer>> res = new ArrayList<>();
        for (List<Integer> sub : testList) {
            List<Integer> newSub = new ArrayList<>();
            for (int j : sub) {
                newSub.add(j + K);
            }
            res.add(newSub);
        }
        return res;
    }
}
```",363,"```java
import java.util.ArrayList;
import java.util.List;

public class Main {
    public static void main(String[] args) {
        assert addKElement(new int[][]{{1, 3, 4}, {2, 4, 6}, {3, 8, 1}}, 4).equals(List.of(new int[]{5, 7, 8}, new int[]{6, 8, 10}, new int[]{7, 12, 5}));
        assert addKElement(new int[][]{{1, 2, 3}, {4, 5, 6}, {7, 8, 9}}, 8).equals(List.of(new int[]{9, 10, 11}, new int[]{12, 13, 14}, new int[]{15, 16, 17}));
        assert addKElement(new int[][]{{11, 12, 13}, {14, 15, 16}, {17, 18, 19}}, 9).equals(List.of(new int[]{20, 21, 22}, new int[]{23, 24, 25}, new int[]{26, 27, 28}));
    }

    public static List<int[]> addKElement(int[][] input, int k) {
        List<int[]> result = new ArrayList<>();
        for (int[] arr : input) {
            int[] newArr = new int[arr.length];
            for (int i = 0; i < arr.length; i++) {
                newArr[i] = arr[i] + k;
            }
            result.add(newArr);
        }
        return result;
    }
}
```"
363,Write a function to find the number of flips required to make the given binary string a sequence of alternate characters.,"```java
public class FlipString {
    public static String makeFlip(char ch) {
        return (ch == '0') ? ""1"" : ""0"";
    }

    public static int getFlipWithStartingCharacter(String str, char expected) {
        int flipCount = 0;
        for (int i = 0; i < str.length(); i++) {
            if (str.charAt(i) != expected) {
                flipCount++;
            }
            expected = makeFlip(expected);
        }
        return flipCount;
    }

    public static int minFlipToMakeStringAlternate(String str) {
        return Math.min(getFlipWithStartingCharacter(str, '0'), getFlipWithStartingCharacter(str, '1'));
    }
}
```",364,"```java
assert minFlipToMakeStringAlternate(""0001010111"") == 2;
assert minFlipToMakeStringAlternate(""001"") == 1;
assert minFlipToMakeStringAlternate(""010111011"") == 2;
```"
364,Write a python function to count the number of digits of a given number.,"```java
public class Main {
    public static int countDigit(int n) {
        int count = 0;
        while (n != 0) {
            n /= 10;
            count++;
        }
        return count;
    }
}
```",365,"```java
assert count_Digit(12345) == 5;
assert count_Digit(11223305) == 8;
assert count_Digit(4123459) == 7;
```"
365,Write a python function to find the largest product of the pair of adjacent elements from a given list of integers.,"```java
import java.util.List;

public class Main {
    public static int adjacentNumProduct(List<Integer> listNums) {
        int maxProduct = Integer.MIN_VALUE;
        for (int i = 0; i < listNums.size() - 1; i++) {
            int product = listNums.get(i) * listNums.get(i + 1);
            if (product > maxProduct) {
                maxProduct = product;
            }
        }
        return maxProduct;
    }
}
```",366,"```java
assert adjacentNumProduct(new int[]{1, 2, 3, 4, 5, 6}) == 30;
assert adjacentNumProduct(new int[]{1, 2, 3, 4, 5}) == 20;
assert adjacentNumProduct(new int[]{2, 3}) == 6;
```"
366,Write a function to check if a binary tree is balanced or not.,"```java
class Node { 
    int data; 
    Node left, right; 

    Node(int item) { 
        data = item; 
        left = null; 
        right = null; 
    } 
} 

int getHeight(Node root) { 
    if (root == null) { 
        return 0; 
    } 
    return Math.max(getHeight(root.left), getHeight(root.right)) + 1; 
} 

boolean isTreeBalanced(Node root) { 
    if (root == null) { 
        return true; 
    } 
    int lh = getHeight(root.left); 
    int rh = getHeight(root.right); 
    if (Math.abs(lh - rh) <= 1 && isTreeBalanced(root.left) && isTreeBalanced(root.right)) { 
        return true; 
    } 
    return false; 
}
```",367,"```java
assert !isTreeBalanced(root);
assert isTreeBalanced(root1);
assert !isTreeBalanced(root2);
```"
367,Write a function to repeat the given tuple n times.,"```java
import java.util.Arrays;

public class Main {
    public static Object[] repeatTuples(Object[] testTup, int N) {
        Object[] res = new Object[N];
        Arrays.fill(res, testTup);
        return res;
    }
}
```",368,"```java
assert Arrays.equals(repeatTuples(new int[]{1, 3}, 4), new int[][]{{1, 3}, {1, 3}, {1, 3}, {1, 3}});
assert Arrays.equals(repeatTuples(new int[]{1, 2}, 3), new int[][]{{1, 2}, {1, 2}, {1, 2}});
assert Arrays.equals(repeatTuples(new int[]{3, 4}, 5), new int[][]{{3, 4}, {3, 4}, {3, 4}, {3, 4}, {3, 4}});
```"
368,Write a function to find the lateral surface area of cuboid,"```java
public class Cuboid {
    public static double[] lateralsurface_cuboid(double l, double w, double h) {
        double LSA = 2 * h * (l + w);
        return new double[]{LSA};
    }
}
```",369,"```java
assert lateralsurface_cuboid(8, 5, 6) == 156;
assert lateralsurface_cuboid(7, 9, 10) == 320;
assert lateralsurface_cuboid(10, 20, 30) == 1800;
```"
369,Write a function to sort a tuple by its float element.,"```java
import java.util.Arrays;
import java.util.Comparator;
import java.util.List;

public class Main {
    public static List<String[]> floatSort(List<String[]> price) {
        price.sort(Comparator.comparingDouble(a -> Double.parseDouble(a[1])).reversed());
        return price;
    }
}
```",370,"```java
import java.util.*;

public class FloatSort {
    public static List<Pair> floatSort(List<Pair> items) {
        Collections.sort(items, (a, b) -> Float.compare(Float.parseFloat(b.value), Float.parseFloat(a.value)));
        return items;
    }

    public static void main(String[] args) {
        assert floatSort(Arrays.asList(new Pair(""item1"", ""12.20""), new Pair(""item2"", ""15.10""), new Pair(""item3"", ""24.5""))).equals(Arrays.asList(new Pair(""item3"", ""24.5""), new Pair(""item2"", ""15.10""), new Pair(""item1"", ""12.20"")));
        assert floatSort(Arrays.asList(new Pair(""item1"", ""15""), new Pair(""item2"", ""10""), new Pair(""item3"", ""20""))).equals(Arrays.asList(new Pair(""item3"", ""20""), new Pair(""item1"", ""15""), new Pair(""item2"", ""10"")));
        assert floatSort(Arrays.asList(new Pair(""item1"", ""5""), new Pair(""item2"", ""10""), new Pair(""item3"", ""14""))).equals(Arrays.asList(new Pair(""item3"", ""14""), new Pair(""item2"", ""10""), new Pair(""item1"", ""5"")));
    }
    
    static class Pair {
        String key;
        String value;

        Pair(String key, String value) {
            this.key = key;
            this.value = value;
        }

        @Override
        public boolean equals(Object obj) {
            if (this == obj) return true;
            if (!(obj instanceof Pair)) return false;
            Pair other = (Pair) obj;
            return this.key.equals(other.key) && this.value.equals(other.value);
        }

        @Override
        public String toString() {
            return ""('"" + key + ""', '"" + value + ""')"";
        }
    }
}
```"
370,Write a function to find the smallest missing element in a sorted array.,"```java
public class Solution {
    public static int smallestMissing(int[] A, int leftElement, int rightElement) {
        if (leftElement > rightElement) {
            return leftElement;
        }
        int mid = leftElement + (rightElement - leftElement) / 2;
        if (A[mid] == mid) {
            return smallestMissing(A, mid + 1, rightElement);
        } else {
            return smallestMissing(A, leftElement, mid - 1);
        }
    }
}
```",371,"```java
assert smallestMissing(new int[]{0, 1, 2, 3, 4, 5, 6}, 0, 6) == 7;
assert smallestMissing(new int[]{0, 1, 2, 6, 9, 11, 15}, 0, 6) == 3;
assert smallestMissing(new int[]{1, 2, 3, 4, 6, 9, 11, 15}, 0, 7) == 0;
```"
371,Write a function to sort a given list of elements in ascending order using heap queue algorithm.,"```java
import java.util.PriorityQueue;

public class Main {
    public static int[] heapAscending(int[] nums) {
        PriorityQueue<Integer> heap = new PriorityQueue<>();
        for (int num : nums) {
            heap.add(num);
        }
        
        int[] sResult = new int[nums.length];
        for (int i = 0; i < nums.length; i++) {
            sResult[i] = heap.poll();
        }
        return sResult;
    }
}
```",372,"```java
assert heapAscending(new int[]{18, 14, 10, 9, 8, 7, 9, 3, 2, 4, 1}) == new int[]{1, 2, 3, 4, 7, 8, 9, 9, 10, 14, 18};
assert heapAscending(new int[]{25, 35, 22, 85, 14, 65, 75, 25, 58}) == new int[]{14, 22, 25, 25, 35, 58, 65, 75, 85};
assert heapAscending(new int[]{1, 3, 5, 7, 9, 2, 4, 6, 8, 0}) == new int[]{0, 1, 2, 3, 4, 5, 6, 7, 8, 9};
```"
372,Write a function to find the volume of a cuboid.,"```java
public class Cuboid {
    public static int volumeCuboid(int l, int w, int h) {
        int volume = l * w * h;
        return volume;
    }
}
```",373,"```java
assert volumeCuboid(1, 2, 3) == 6;
assert volumeCuboid(5, 7, 9) == 315;
assert volumeCuboid(10, 15, 21) == 3150;
```"
373,Write a function to print all permutations of a given string including duplicates.,"```java
import java.util.ArrayList;
import java.util.HashSet;
import java.util.List;

public class Permutation {
    public static List<String> permuteString(String str) {
        if (str.length() == 0) {
            List<String> baseList = new ArrayList<>();
            baseList.add("""");
            return baseList;
        }
        List<String> prevList = permuteString(str.substring(1));
        HashSet<String> nextList = new HashSet<>();
        for (String s : prevList) {
            for (int j = 0; j <= str.length(); j++) {
                String newStr = s.substring(0, j) + str.charAt(0) + s.substring(j);
                nextList.add(newStr);
            }
        }
        return new ArrayList<>(nextList);
    }
}
```",374,"```java
import java.util.List;
import java.util.Arrays;

public class PermuteStringTest {
    public static void main(String[] args) {
        assert permuteString(""ab"").equals(Arrays.asList(""ab"", ""ba""));
        assert permuteString(""abc"").equals(Arrays.asList(""abc"", ""bac"", ""bca"", ""acb"", ""cab"", ""cba""));
        assert permuteString(""abcd"").equals(Arrays.asList(""abcd"", ""bacd"", ""bcad"", ""bcda"", ""acbd"", ""cabd"", ""cbad"", ""cbda"", ""acdb"", ""cadb"", ""cdab"", ""cdba"", ""abdc"", ""badc"", ""bdac"", ""bdca"", ""adbc"", ""dabc"", ""dbac"", ""dbca"", ""adcb"", ""dacb"", ""dcab"", ""dcba""));
    }

    public static List<String> permuteString(String str) {
        // Implementation of permuteString goes here
        return null; // Replace with actual logic
    }
}
```"
374,Write a function to round the given number to the nearest multiple of a specific number.,"```java
public class Main {
    public static int[] roundNum(int n, int m) {
        int a = (n / m) * m;
        int b = a + m;
        return (n - a > b - n) ? new int[]{b} : new int[]{a};
    }
}
```",375,"```java
assert roundNum(4722, 10) == 4720;
assert roundNum(1111, 5) == 1110;
assert roundNum(219, 2) == 218;
```"
375,Write a function to remove tuple elements that occur more than once and replace the duplicates with some custom value.,"```java
import java.util.HashSet;
import java.util.Set;

public class Main {
    public static Object[] removeReplica(Object[] testTup) {
        Set<Object> temp = new HashSet<>();
        Object[] res = new Object[testTup.length];
        
        for (int i = 0; i < testTup.length; i++) {
            if (!temp.contains(testTup[i])) {
                temp.add(testTup[i]);
                res[i] = testTup[i];
            } else {
                res[i] = ""MSP"";
            }
        }
        
        return res;
    }
}
```",376,"```java
assert removeReplica(new Object[]{1, 1, 4, 4, 4, 5, 5, 6, 7, 7}).equals(new Object[]{1, ""MSP"", 4, ""MSP"", ""MSP"", 5, ""MSP"", 6, 7, ""MSP""});
assert removeReplica(new Object[]{2, 3, 4, 4, 5, 6, 6, 7, 8, 9, 9}).equals(new Object[]{2, 3, 4, ""MSP"", 5, 6, ""MSP"", 7, 8, 9, ""MSP""});
assert removeReplica(new Object[]{2, 2, 5, 4, 5, 7, 5, 6, 7, 7}).equals(new Object[]{2, ""MSP"", 5, 4, ""MSP"", 7, ""MSP"", 6, ""MSP"", ""MSP""});
```"
376,Write a python function to remove all occurrences of a character in a given string.,"```java
public class Main {
    public static String removeChar(String s, char c) {
        int counts = 0;
        for (char ch : s.toCharArray()) {
            if (ch == c) {
                counts++;
            }
        }
        StringBuilder sb = new StringBuilder(s);
        while (counts > 0) {
            int index = sb.indexOf(Character.toString(c));
            if (index != -1) {
                sb.deleteCharAt(index);
            }
            counts--;
        }
        return sb.toString();
    }
}
```",377,"```java
assert remove_Char(""aba"", 'a').equals(""b"");
assert remove_Char(""toggle"", 'g').equals(""tole"");
assert remove_Char(""aabbc"", 'b').equals(""aac"");
```"
