Unnamed: 0,text,code,task_id,modified
541,"This is  a function to replace all occurrences of spaces, commas, or dots with a colon in the given string by using regex.","```
#include <string>
#include <regex>
#include <cassert>

std::string fill_spaces(const std::string& text) {
    // Replace spaces, commas, and periods with "":""
    return std::regex_replace(text, std::regex(""[ ,.]+""), "":"");
}```",542,"[assert(fill_spaces(""Boult Curve Wireless Neckband"") == ""Boult:Curve:Wireless:Neckband"");, assert(fill_spaces(""Stereo Sound Sweatproof"") == ""Stereo:Sound:Sweatproof"");, assert(fill_spaces(""Probass Curve Audio"") == ""Probass:Curve:Audio"");]"
545,This is  a function to find the last occurrence of a character in a string.,"```
#include <string>

int last_occurrence_char(const std::string& str, char ch) {
    int flag = -1;
    for (int i = 0; i < str.length(); i++) {
        if (str[i] == ch) {
            flag = i;
        }
    }
    if (flag == -1) {
        return -1; // Returning -1, -1 to indicate None
    }
    else {
        return flag + 1; // Returning the position + 1 and a second value (0 for consistency)
    }
}```",546,"[assert(last_occurrence_char(""hello world"", \l\) == 10);, assert(last_occurrence_char(""language"", \g\) == 7);, assert(last_occurrence_char(""little"", \y\) == -1);]"
565,This is  a function to get the sum of a non-negative integer.,"```
#include <iostream>

int sum_digits(int n) {
    if (n == 0) {
        return 0;
    } else {
        return n % 10 + sum_digits(n / 10);
    }
}
```",566,"[assert(sum_digits(345) == 12);, assert(sum_digits(12) == 3);, assert(sum_digits(97) == 16);]"
568,This is  a function to sort each sublist of strings in a given list of lists.,"```
#include <algorithm>
#include <algorithm>
#include<string>
#include <vector>

std::vector<std::vector<std::string>> sort_sublists(const std::vector<std::vector<std::string>>& list1) {
    std::vector<std::vector<std::string>> result = list1;
    for (auto& sublist : result) {
        std::sort(sublist.begin(), sublist.end());
    }
    return result;
}```",569,"[assert(sort_sublists({ {""green"", ""orange""}, {""black"", ""white""}, {""white"", ""black"", ""orange""} }) == (std::vector<std::vector<std::string>>{ {""green"", ""orange""}, { ""black"", ""white"" }, { ""black"", ""orange"", ""white"" }}));, assert(sort_sublists({ {""green"", ""orange""}, {""black""}, {""green"", ""orange""}, {""white""} }) == (std::vector<std::vector<std::string>>{ {""green"", ""orange""}, { ""black"" }, { ""green"", ""orange"" }, { ""white"" }}));, assert(sort_sublists({ {""a"",""b""}, {""d"",""c""}, {""g"",""h""}, {""f"",""e""} }) == (std::vector<std::vector<std::string>>{ {""a"", ""b""}, { ""c"", ""d"" }, { ""g"", ""h"" }, { ""e"", ""f"" }}));]"
570,This is  a function to find maximum possible sum of disjoint pairs for the given array of integers and a number k.,"```
#include <vector>
#include <algorithm>

int max_sum_pair_diff_lessthan_K(std::vector<int> arr, int N, int K) {
    std::sort(arr.begin(), arr.end());
    std::vector<int> dp(N, 0);
    dp[0] = 0;
    for (int i = 1; i < N; ++i) {
        dp[i] = dp[i - 1];
        if (arr[i] - arr[i - 1] < K) {
            if (i >= 2) {
                dp[i] = std::max(dp[i], dp[i - 2] + arr[i] + arr[i - 1]);
            }
            else {
                dp[i] = std::max(dp[i], arr[i] + arr[i - 1]);
            }
        }
    }
    return dp[N - 1]; // Returning a second value as 0 to match the return type
}```",571,"[assert(max_sum_pair_diff_lessthan_K({ 3, 5, 10, 15, 17, 12, 9 }, 7, 4) == 62);, assert(max_sum_pair_diff_lessthan_K({ 5, 15, 10, 300 }, 4, 12) == 25);, assert(max_sum_pair_diff_lessthan_K({ 1, 2, 3, 4, 5, 6 }, 6, 6) == 21);]"
595,This is  a function to find the size of the given tuple.,"```
#include <cassert>
#include <tuple>
#include <iostream>

// Function to calculate the size of a tuple
template <typename... Args>
size_t tupleSize(const std::tuple<Args...>& t) {
    return sizeof...(Args);  // Return the number of elements in the tuple
}```",596,"[""assert(tupleSize(std::tuple<int, double, char>(10, 3.14, A)) == 3);  // Tuple has 3 elements"", assert(tupleSize(std::tuple<>{}) == 0);  // Empty tuple, size should be 0, ""assert(tupleSize(std::tuple<int, std::tuple<double, char>>(5, std::make_tuple(3.14, A))) == 2);  // Tuple has 2 elements (int and nested tuple)"", assert(tupleSize(std::tuple<float>(2.5f)) == 1);  // Only 1 element in the tuple]"
599,This is  a C++ function to check whether the given number is even or not using bitwise operator.,"```
bool is_Even(int n) {
    if ((n ^ 1) == (n + 1)) {
        return true;
    } else {
        return false;
    }
}
```",600,"[assert(is_Even(1) == false);, assert(is_Even(2) == true);, assert(is_Even(3) == false);]"
601,This is  a C++ function to find the first repeated character in a given string.,"```
#include <string>
#include <unordered_map>

std::string first_repeated_char(const std::string& str1) {
    std::unordered_map<char, int> char_count;
    for (size_t index = 0; index < str1.length(); ++index) {
        char c = str1[index];
        char_count[c]++;
        if (char_count[c] > 1) {
            return std::string(1, c);
        }
    }
    return ""None"";
}
```",602,"[assert(first_repeated_char(""abcabc"") == ""a"");, assert(first_repeated_char(""abc"") == ""None"");, assert(first_repeated_char(""123123"") == ""1"");]"
603,This is  a function to reverse words in a given string.,"```
#include <iostream>
#include <sstream>
#include <vector>
#include <algorithm>

std::string reverse_words(const std::string& s) {
    std::istringstream iss(s);
    std::vector<std::string> words;
    std::string word;

    while (iss >> word) {
        words.push_back(word);
    }

    std::reverse(words.begin(), words.end());

    std::ostringstream oss;
    for (const auto& w : words) {
        oss << w << "" "";
    }

    std::string result = oss.str();
    if (!result.empty()) {
        result.pop_back(); // remove the trailing space
    }

    return result;
}
```",604,"[assert(reverse_words(""C++ program"") == ""program C++"");, assert(reverse_words(""java language"") == ""language java"");, assert(reverse_words(""indian man"") == ""man indian"");]"
608,This is  a C++ function to find minimum possible value for the given periodic function.,"```
#include <algorithm>

int floor_Min(int A, int B, int N) {
    int x = std::max(B - 1, N);
    return (A * x) / B;
}```",609,"[assert(floor_Min(10, 20, 30) == 15);, assert(floor_Min(1, 2, 1) == 0);, assert(floor_Min(11, 10, 9) == 9);]"
611,This is  a C++ function to merge the first and last elements separately in a list of lists.,"```
#include <vector>
#include <string>
#include <tuple>
#include <algorithm>

// Function to transpose the matrix
template <typename T>
std::vector<std::vector<T>> merge(const std::vector<std::vector<T>>& lst) {
    std::vector<std::vector<T>> result;
    if (lst.empty()) return result;

    size_t numberOfRows = lst.size();
    size_t numberOfCols = lst[0].size();
    result.resize(numberOfCols, std::vector<T>(numberOfRows));

    for (size_t j = 0; j < numberOfCols; ++j) {
        for (size_t i = 0; i < numberOfRows; ++i) {
            result[j][i] = lst[i][j];
        }
    }

    return result;
}```",612,"[assert((merge<std::string>({ {""x"", ""y""}, {""a"", ""b""}, {""m"", ""n""} }) == std::vector<std::vector<std::string>>{ {""x"", ""a"", ""m""}, { ""y"", ""b"", ""n"" }}));, assert((merge<int>({ {1, 2}, {3, 4}, {5, 6}, {7, 8} }) == std::vector<std::vector<int>>{ {1, 3, 5, 7}, { 2, 4, 6, 8 }}));, assert((merge<std::string>({ {""x"", ""y"", ""z""}, {""a"", ""b"", ""c""}, {""m"", ""n"", ""o""} }) == std::vector<std::vector<std::string>>{ {""x"", ""a"", ""m""}, { ""y"", ""b"", ""n"" }, { ""z"", ""c"", ""o"" }}));]"
638,This is  a function to sum the length of the names of a given list of names after removing the names that start with a lowercase letter.,"```
#include <string>
#include <vector>
#include <algorithm>

int sample_nam(std::vector<std::string> sample_names) {
    sample_names.erase(std::remove_if(sample_names.begin(), sample_names.end(), [](const std::string& el) {
        return !(std::isupper(el[0]) && std::all_of(el.begin() + 1, el.end(), [](char c) { return std::islower(c); }));
        }), sample_names.end());

    std::string joined;
    for (const auto& name : sample_names) {
        joined += name;
    }
    return static_cast<int>(joined.length());
}```",639,"[assert(sample_nam({""sally"", ""Dylan"", ""rebecca"", ""Diana"", ""Joanne"", ""keith""}) == 16);, assert(sample_nam({""php"", ""res"", ""C++"", ""abcd"", ""Java"", ""aaa""}) == 10);, assert(sample_nam({""abcd"", ""C++"", ""abba"", ""aba""}) == 6);]"
640,This is  a function to find the nth nonagonal number.,"```
int is_nonagonal(int n) {
    return static_cast<int>(n * (7 * n - 5) / 2);
}
```",641,"[assert(is_nonagonal(10) == 325);, assert(is_nonagonal(15) == 750);, assert(is_nonagonal(18) == 1089);]"
644,This is  a function to find the product of it’s kth index in the given tuples.,"```
#include <vector>



long long find_k_product(const std::vector<std::vector<int>>& test_list, int K) {
    std::vector<int> sub_k_values;
    for (const auto& sub : test_list) {
        sub_k_values.push_back(sub[K]);
    }
    
    long long res2 = 1;
    for (const auto& ele : sub_k_values) {
        res2 *= ele;
    }
    return res2;
}```",645,"[assert(find_k_product({ {5, 6, 7}, {1, 3, 5}, {8, 9, 19} }, 2) == 665);, assert(find_k_product({ {6, 7, 8}, {2, 4, 6}, {9, 10, 20} }, 1) == 280);, assert(find_k_product({ {7, 8, 9}, {3, 5, 7}, {10, 11, 21} }, 0) == 210);]"
648,This is  a C++ function to calculate the sum of the numbers in a list between the indices of a specified range.,"```
#include <vector>

int sum_Range_list(const std::vector<int>& nums, int m, int n) {
    int sum_range = 0;
    for (int i = m; i <= n; ++i) {
        sum_range += nums[i];
    }
    return sum_range;
}```",649,"[assert(sum_Range_list({2, 1, 5, 6, 8, 3, 4, 9, 10, 11, 8, 12}, 8, 10) == 29);, assert(sum_Range_list({1, 2, 3, 4, 5}, 1, 2) == 5);, assert(sum_Range_list({1, 0, 1, 2, 5, 6}, 4, 5) == 11);]"
658,This is  a C++ function to print duplicants from a list of integers.,"```
#include <iostream>
#include <vector>
#include <algorithm>

std::vector<int> Repeat(const std::vector<int>& x) {
    int _size = x.size();
    std::vector<int> repeated;

    for (int i = 0; i < _size; ++i) {
        int k = i + 1;
        for (int j = k; j < _size; ++j) {
            if (x[i] == x[j] && std::find(repeated.begin(), repeated.end(), x[i]) == repeated.end()) {
                repeated.push_back(x[i]);
            }
        }
    }
    return repeated ;
}```",659,"[assert((Repeat({ 10, 20, 30, 20, 20, 30, 40, 50, -20, 60, 60, -20, -20 }) == std::vector<int>{20, 30, -20, 60}));, assert(Repeat({ -1, 1, -1, 8 }) == std::vector<int>{-1});, assert((Repeat({ 1, 2, 3, 1, 2 }) == std::vector<int>{1, 2}));]"
670,This is  a C++ function to set the right most unset bit.,"```
#include <cmath>

int get_Pos_Of_Right_most_Set_Bit(int n) { 
    return static_cast<int>(log2(n & -n) + 1);   
}

int set_Right_most_Unset_Bit(int n) { 
    if (n == 0) { 
        return 1; 
    }
    if ((n & (n + 1)) == 0) {     
        return n; 
    }
    int pos = get_Pos_Of_Right_most_Set_Bit(~n);      
    return ((1 << (pos - 1)) | n); 
}
```",671,"[assert(set_Right_most_Unset_Bit(21) == 23);, assert(set_Right_most_Unset_Bit(11) == 15);, assert(set_Right_most_Unset_Bit(15) == 15);]"
673,This is  a function to remove duplicate words from a given string using collections module.,"```
#include <iostream>
#include <sstream>
#include <unordered_map>
#include <vector>

std::string remove_duplicate(const std::string& str) {
    std::istringstream iss(str);
    std::unordered_map<std::string, bool> wordMap;
    std::vector<std::string> uniqueWords;
    std::string word;
    
    while (iss >> word) {
        if (wordMap.find(word) == wordMap.end()) {
            wordMap[word] = true;
            uniqueWords.push_back(word);
        }
    }

    std::string result;
    for (const auto& w : uniqueWords) {
        result += w + "" "";
    }
    
    if (!result.empty()) {
        result.pop_back(); // remove the trailing space
    }
    
    return result;
}
```",674,"[assert(remove_duplicate(""C++ Exercises Practice Solution Exercises"") == ""C++ Exercises Practice Solution"");, assert(remove_duplicate(""C++ Exercises Practice Solution C++"") == ""C++ Exercises Practice Solution"");, assert(remove_duplicate(""C++ Exercises Practice Solution Practice"") == ""C++ Exercises Practice Solution"");]"
681,This is  a function to multiply two lists using map and lambda function.,"```
#include <vector>

std::vector<int> mul_list(const std::vector<int>& a, const std::vector<int>& b) {
    std::vector<int> result;
    for (size_t i = 0; i < a.size(); i++) {
        result.push_back(a[i] * b[i]);
    }
    return result;
}```",682,"[assert(mul_list({ 1, 2, 3 }, { 4, 5, 6 }) == std::vector<int>({ 4, 10, 18 }));, assert(mul_list({ 1, 2 }, { 3, 4 }) == std::vector<int>({ 3, 8 }));, assert(mul_list({ 90, 120 }, { 50, 70 }) == std::vector<int>({ 4500, 8400 }));]"
686,This is  a function to find the greatest common divisor (gcd) of two integers by using recursion.,"```
#include <iostream>
#include <algorithm>

int recur_gcd(int a, int b) {
    int low = std::min(a, b);
    int high = std::max(a, b);
    if (low == 0) {
        return high;
    } else if (low == 1) {
        return 1;
    } else {
        return recur_gcd(low, high % low);
    }
}
```",687,"[assert(recur_gcd(12, 14) == 2);, assert(recur_gcd(13, 17) == 1);, assert(recur_gcd(9, 3) == 3);]"
708,This is  a function to count unique keys for each value present in the tuple.,"```
// Function to get unique elements
std::pair<std::string, std::unordered_map<int, int>> get_unique(const std::vector<std::pair<int, int>>& test_list) {
    std::unordered_map<int, std::vector<int>> res;

    // Group by the second value and store first values in a vector
    for (const auto& sub : test_list) {
        res[sub.second].push_back(sub.first);
    }

    // Count unique elements for each key
    std::unordered_map<int, int> res_dict;
    for (const auto& pair : res) {
        std::set<int> unique_elements(pair.second.begin(), pair.second.end());
        res_dict[pair.first] = unique_elements.size();
    }

    // Convert map to string representation
    std::ostringstream oss;
    oss << ""{"";
    for (auto it = res_dict.begin(); it != res_dict.end(); ++it) {
        if (it != res_dict.begin()) oss << "", "";
        oss << it->first << "": "" << it->second;
    }
    oss << ""}"";

    return { oss.str(), res_dict };
}```",709,"[assert(get_unique({ {3, 4}, {1, 2}, {2, 4}, {8, 2}, {7, 2}, {8, 1}, {9, 1}, {8, 4}, {10, 4} }).first == ""{4: 4, 2: 3, 1: 2}"");, assert(get_unique({ {4, 5}, {2, 3}, {3, 5}, {9, 3}, {8, 3}, {9, 2}, {10, 2}, {9, 5}, {11, 5} }).first == ""{5: 4, 3: 3, 2: 2}"");]"
710,This is  a C++ function to check whether the product of digits of a number at even and odd places is equal or not.,"```
#include <iostream>
using namespace std;

bool product_Equal(int n) {
    if (n < 10) {
        return false;
    }
    int prodOdd = 1, prodEven = 1;
    while (n > 0) {
        int digit = n % 10;
        prodOdd *= digit;
        n = n / 10;
        if (n == 0) {
            break;
        }
        digit = n % 10;
        prodEven *= digit;
        n = n / 10;
    }
    return prodOdd == prodEven;
}
```",711,"[assert(product_Equal(2841) == true);, assert(product_Equal(1234) == false);, assert(product_Equal(1212) == false);]"
711,This is  a function to remove duplicates from a list of lists.,"```
#include <cassert>
#include <algorithm>
#include <vector>
#include <string>

// Function to remove duplicates from a vector of integers
std::vector<int> remove_duplicate(std::vector<int> list1) {
    std::sort(list1.begin(), list1.end());
    list1.erase(std::unique(list1.begin(), list1.end()), list1.end());
    return list1;
}```",712,"[assert((remove_duplicate({ 10, 20, 40, 10, 33, 40 }) == std::vector<int>{10, 20, 33, 40}));, assert((remove_duplicate({ 1, 3, 5, 6, 3, 5, 6, 1 }) == std::vector<int>{1, 3, 5, 6}));, assert(remove_duplicate({5,5,5,5,5 }) == std::vector<int>{5}); assert((remove_duplicate({ 10, 20, 40, 10, 33, 40 }) == std::vector<int>{10, 20, 33, 40}));, assert((remove_duplicate({ 1, 3, 5, 6, 3, 5, 6, 1 }) == std::vector<int>{1, 3, 5, 6}));, assert(remove_duplicate({5,5,5,5,5 }) == std::vector<int>{5});]"
736,This is  a function to check whether the given string is starting with a vowel or not using regex.,"```
#include <iostream>
#include <regex>
#include <string>

std::string check_str(const std::string& str) {
    std::regex regex(""^[aeiouAEIOU][A-Za-z0-9_]*"");
    if (std::regex_search(str, regex)) {
        return ""Valid"";
    } else {
        return ""Invalid"";
    }
}
```",737,"[assert(check_str(""annie"") == ""Valid"");, assert(check_str(""dawood"") == ""Invalid"");, assert(check_str(""Else"") == ""Valid"");]"
752,This is  a function to find minimum k records from tuple list.,"```
#include <vector>
#include <algorithm>
#include <string> // For std::string

std::vector<std::pair<std::string, int>> min_k(const std::vector<std::pair<std::string, int>>& test_list, int K) {
    std::vector<std::pair<std::string, int>> res = test_list;
    std::sort(res.begin(), res.end(), [](const std::pair<std::string, int>& a, const std::pair<std::string, int>& b) {
        return a.second < b.second;  // Sorting based on the second element of the pair (the integer)
        });
    res.resize(K);  // Resize the vector to retain only the top K elements
    return res;
}```",753,"[assert((min_k({ {""Manjeet"", 10}, {""Akshat"", 4}, {""Akash"", 2}, {""Nikhil"", 8} }, 2) == std::vector<std::pair<std::string, int>>{ {""Akash"", 2}, { ""Akshat"", 4 }}));, assert((min_k({ {""Sanjeev"", 11}, {""Angat"", 5}, {""Akash"", 3}, {""Nepin"", 9} }, 3) == std::vector<std::pair<std::string, int>>{ {""Akash"", 3}, { ""Angat"", 5 }, { ""Nepin"", 9 }}));, assert((min_k({ {""tanmay"", 14}, {""Amer"", 11}, {""Ayesha"", 9}, {""SKD"", 16} }, 1) == std::vector<std::pair<std::string, int>>{ {""Ayesha"", 9} }));]"
772,This is  a function to find the occurrence and position of the substrings within a string.,"```
#include <string>
#include <tuple>

std::tuple<std::string, int, int> occurance_substring(const std::string& str, const std::string& sub) {
    size_t pos = str.find(sub);
    if (pos != std::string::npos) {
        return std::make_tuple(sub, pos, pos + sub.length());
    }
    return std::make_tuple("""", -1, -1);
}```",773,"[assert(occurance_substring(""C++ programming, C++ language"", ""C++"") == std::make_tuple(""C++"", 0, 6));, assert(occurance_substring(""C++ programming,programming language"", ""programming"") == std::make_tuple(""programming"", 7, 18));, assert(occurance_substring(""C++ programming,programming language"", ""language"") == std::make_tuple(""language"", 31, 39));]"
782,This is  a function to convert rgb color to hsv color.,"#include <algorithm>
#include <tuple>

std::tuple<double, double, double> rgb_to_hsv(int r, int g, int b) {
    r /= 255.0;
    g /= 255.0;
    b /= 255.0;
    double mx = std::max({r, g, b});
    double mn = std::min({r, g, b});
    double df = mx - mn;
    double h, s, v;

    if (mx == mn) {
        h = 0;
    } else if (mx == r) {
        h = fmod((60 * ((g - b) / df) + 360), 360);
    } else if (mx == g) {
        h = fmod((60 * ((b - r) / df) + 120), 360);
    } else if (mx == b) {
        h = fmod((60 * ((r - g) / df) + 240), 360);
    }

    if (mx == 0) {
        s = 0;
    } else {
        s = (df / mx) * 100;
    }
    v = mx * 100;

    return std::make_tuple(h, s, v);
}",783,"[assert(rgb_to_hsv(255, 255, 255) == std::make_tuple(0.0, 0.0, 100.0));, assert(rgb_to_hsv(0, 215, 0) == std::make_tuple(120.0, 100.0, 84.31372549019608));, assert(rgb_to_hsv(10, 215, 110) == std::make_tuple(149.26829268292684, 95.34883720930233, 84.31372549019608));]"
805,This is  a function to find maximum run of uppercase characters in the given string.,"```
#include <iostream>
#include <string>

int max_run_uppercase(const std::string& test_str) {
    int cnt = 0;
    int res = 0;
    for (size_t idx = 0; idx < test_str.length(); idx++) {
        if (isupper(test_str[idx])) {
            cnt++;
        }
        else {
            res = cnt;
            cnt = 0;
        }
    }
    if (isupper(test_str[test_str.length() - 1])) {
        res = cnt;
    }
    return res;
}```",806,"[assert(max_run_uppercase(""GeMKSForGERksISBESt"") == 5);, assert(max_run_uppercase(""PrECIOusMOVemENTSYT"") == 6);, assert(max_run_uppercase(""GooGLEFluTTER"") == 4);]"
812,This is  a function to find length of the string.,"```
#include <string>

int string_length(const std::string  str) {
    return str.length();
}```",813,"[assert(string_length(""C++"") == 3);, assert(string_length(""program"") == 7);, assert(string_length(""language"") == 8);]"
813,This is  a function to find the area of a rombus.,"```
double rombus_area(double p, double q) {
    double area = (p * q) / 2;
    return area;
}
```",814,"[assert(rombus_area(10, 20) == 100);, assert(rombus_area(10, 5) == 25);, assert(rombus_area(4, 2) == 4);]"
820,This is  a function to merge two dictionaries into a single expression.,"```
#include <unordered_map>
#include <string>

std::unordered_map<std::string, std::string> merge_dictionaries(const std::unordered_map<std::string, std::string>& dict1, const std::unordered_map<std::string, std::string>& dict2) {
    std::unordered_map<std::string, std::string> merged = dict1;

    for (const auto& pair : dict2) {
        merged[pair.first] = pair.second;
    }

    return merged;
}```",821,"[assert(merge_dictionaries({{""R"", ""Red""}, {""B"", ""Black""}, {""P"", ""Pink""}}, {{""G"", ""Green""}, {""W"", ""White""}}) == (std::unordered_map<std::string, std::string>{{""B"", ""Black""}, {""R"", ""Red""}, {""P"", ""Pink""}, {""G"", ""Green""}, {""W"", ""White""}}));, assert(merge_dictionaries({{""R"", ""Red""}, {""B"", ""Black""}, {""P"", ""Pink""}}, {{""O"", ""Orange""}, {""W"", ""White""}, {""B"", ""Black""}}) == (std::unordered_map<std::string, std::string>{{""O"", ""Orange""}, {""P"", ""Pink""}, {""B"", ""Black""}, {""W"", ""White""}, {""R"", ""Red""}}));, assert(merge_dictionaries({{""G"", ""Green""}, {""W"", ""White""}}, {{""O"", ""Orange""}, {""W"", ""White""}, {""B"", ""Black""}}) == (std::unordered_map<std::string, std::string>{{""W"", ""White""}, {""O"", ""Orange""}, {""G"", ""Green""}, {""B"", ""Black""}}));]"
856,This is  a function to list out the list of given strings individually using map function.,"```
#include <vector>
#include <list>
#include <string>
#include <cassert>

std::vector<std::list<char>> listify_list(const std::vector<std::string>& list1) {
    std::vector<std::list<char>> result;
    for (const auto& str : list1) {
        result.emplace_back(str.begin(), str.end());
    }
    return result;
}```",857," [""assert((listify_list({""Red"", ""Blue"", ""Black"", ""White"", ""Pink""}) == 
           std::vector<std::list<char>>{{R, e, d}, {B, l, u, e}, 
                                        {B, l, a, c, k}, {W, h, i, t, e}, 
                                        {P, i, n, k}}));"",

   "" assert((listify_list({""C++""}) == std::vector<std::list<char>>{{C, +, +}}));"",

  ""  assert((listify_list({"" red "", ""green"", "" black"", ""blue "", "" orange"", ""brown""}) == 
           std::vector<std::list<char>>{{ , r, e, d,  }, {g, r, e, e, n}, 
                                        { , b, l, a, c, k}, {b, l, u, e,  }, 
                                        { , o, r, a, n, g, e}, {b, r, o, w, n}}));""]"
888,This is  a function to reverse each list in a given list of lists.,"```
#include <algorithm>
#include <vector>

std::vector<std::vector<int>> reverse_list_lists(std::vector<std::vector<int>> lists) {
    for (auto& l : lists) {
        std::sort(l.rbegin(), l.rend()); // Reverse sort each list
    }
    return lists; // Return the modified lists
}```",889,"[assert((reverse_list_lists({ {1, 2, 3, 4}, {5, 6, 7, 8}, {9, 10, 11, 12}, {13, 14, 15, 16} }) == std::vector<std::vector<int>>{ {4, 3, 2, 1}, { 8, 7, 6, 5 }, { 12, 11, 10, 9 }, { 16, 15, 14, 13 } }));, assert((reverse_list_lists({ {1, 2}, {2, 3}, {3, 4} }) == std::vector<std::vector<int>>{ {2, 1}, { 3, 2 }, { 4, 3 } }));, assert((reverse_list_lists({ {10, 20}, {30, 40} }) == std::vector<std::vector<int>>{ {20, 10}, { 40, 30 } }));]"
892,This is  a C++ function to get the last element of each sublist.,"```
#include <vector>
#include <string>

// Template function to handle both integers and strings
template <typename T>
std::vector<T> Extract(const std::vector<std::vector<T>>& input) {
    std::vector<T> result;
    for (const auto& vec : input) {
        if (!vec.empty()) {
            result.push_back(vec.back());
        }
    }
    return result;
}```",893,"[assert((Extract<int>({ {1, 2, 3}, {4, 5}, {6, 7, 8, 9} }) == std::vector<int>{3, 5, 9}));, assert((Extract<std::string>({ {""x"", ""y"", ""z""}, {""m""}, {""a"", ""b""}, {""u"", ""v""} }) == std::vector<std::string>{""z"", ""m"", ""b"", ""v""}));, assert((Extract<int>({ {1, 2, 3}, {4, 5} }) == std::vector<int>{3, 5}));]"
900,This is  a function to find the smallest multiple of the first n numbers.,"```
#include <iostream>
#include <vector>

int smallest_multiple(int n) {
    if (n <= 2) {
        return n;
    }

    int i = n * 2;
    std::vector<int> factors;
    for (int number = n; number > 1; --number) {
        if (number * 2 > n) {
            factors.push_back(number);
        }
    }

    while (true) {
        for (auto a : factors) {
            if (i % a != 0) {
                i += n;
                break;
            }
            if (a == factors.back() && i % a == 0) {
                return i;
            }
        }
    }
}```",901,"[assert(smallest_multiple(13) == 360360);, assert(smallest_multiple(2) == 2);, assert(smallest_multiple(1) == 1);]"
902,This is  a C++ function to count the total unset bits from 1 to n.,"```
int count_Unset_Bits(int n) {  
    int cnt = 0;  
    for (int i = 1; i <= n; i++) {  
        int temp = i;  
        while (temp) {  
            if (temp % 2 == 0) {  
                cnt++;  
            }  
            temp = temp / 2;  
        }  
    }  
    return cnt;  
}
```",903,"[assert(count_Unset_Bits(2) == 1);, assert(count_Unset_Bits(5) == 4);, assert(count_Unset_Bits(14) == 17);]"
914,This is  a function to rearrange positive and negative numbers in a given array using lambda function.,"```
#include <iostream>
#include <vector>
#include <algorithm>
#include <cassert>
#include <cmath>

std::vector<int> rearrangeNumbs(const std::vector<int>& arrayNums) {
    std::vector<int> wrapperArray(arrayNums.begin(), arrayNums.end());

    std::sort(wrapperArray.begin(), wrapperArray.end(), [](int i1, int i2) {
        if (i1 >= 0 && i2 >= 0) {
            return i1 < i2;
        }
        else if (i1 < 0 && i2 < 0) {
            return std::abs(i2) < std::abs(i1);  // Sort by absolute value in descending order for negative numbers
        }
        return i1 > i2;  // Negative numbers should come after positive numbers
        });

    return wrapperArray;
}```",915,"[assert((rearrangeNumbs({ -1, 2, -3, 5, 7, 8, 9, -10 }) == std::vector<int>{2, 5, 7, 8, 9, -10, -3, -1}));, assert((rearrangeNumbs({ 10, 15, 14, 13, -18, 12, -20 }) == std::vector<int>{10, 12, 13, 14, 15, -20, -18}));, assert((rearrangeNumbs({ -20, 20, -10, 10, -30, 30 }) == std::vector<int>{10, 20, 30, -30, -20, -10}));]"
917,This is  a function to count coin change.,"```
#include <iostream>
#include <vector>
#include <cassert>

int coinChange(const std::vector<int>& S, int m, int n) {
    std::vector<std::vector<int>> table(n + 1, std::vector<int>(m, 0));

    // Base case: If n = 0, there's 1 way to make the sum 0 (using no coins)
    for (int i = 0; i < m; i++) {
        table[0][i] = 1;
    }

    // Fill the table for all sums from 1 to n
    for (int i = 1; i <= n; i++) {
        for (int j = 0; j < m; j++) {
            int x = (i - S[j] >= 0) ? table[i - S[j]][j] : 0;
            int y = (j >= 1) ? table[i][j - 1] : 0;
            table[i][j] = x + y;
        }
    }

    return table[n][m - 1];
}```",918,"[assert(coinChange({ 1, 2, 3 }, 3, 4) == 4);, assert(coinChange({ 4, 5, 6, 7, 8, 9 }, 6, 9) == 2);, assert(coinChange({ 4, 5, 6, 7, 8, 9 }, 6, 4) == 1);]"
927,This is  a function to convert a date of yyyy-mm-dd format to dd-mm-yyyy format.,"```
#include <cassert>
#include <string>
#include <regex>

std::string change_date_format(const std::string& dt) {
    return std::regex_replace(dt, std::regex(R""((\d{4})-(\d{1,2})-(\d{1,2}))""), ""$3-$2-$1"");
}```",928,"[assert(change_date_format(""2026-01-02"") == ""02-01-2026"");, assert(change_date_format(""2021-01-04"") == ""04-01-2021"");, assert(change_date_format(""2030-06-06"") == ""06-06-2030"");]"
940,This is  a function to count the elements in a list until an element is a tuple.,"```
#include <iostream>
#include <vector>
#include <cassert>
#include <type_traits>

using namespace std;

int countElim(const vector<void*>& num) {
    int countElim = 0;
    for (auto n : num) {
        // If the element is a pointer to another vector, break the loop
        if (n == nullptr) { // Using nullptr to simulate checking for a nested vector
            break;
        }
        countElim++;
    }
    return countElim;
}```",941,"[assert(countElim({ (void*)10, (void*)20, (void*)30, nullptr, (void*)40 }) == 3);, assert(countElim({ (void*)10, nullptr, nullptr, (void*)40 }) == 1);, assert(countElim({ nullptr }) == 0);]"
956,This is  a C++ function to get the position of rightmost set bit.,"```
#include <cmath>

double get_First_Set_Bit_Pos(int n) {
    return  log2(n & -n) + 1; // The second value can be adjusted if needed
}```",957,"[assert(get_First_Set_Bit_Pos(12) == 3);, assert(get_First_Set_Bit_Pos(18) == 2);, assert(get_First_Set_Bit_Pos(16) == 5);]"
